	Hor_ang	90	100	110	120	130	140	150	160	170	180
50	100	70.844	71.251	70.465	70.492	70.967	71.329	72.127	72.965	72.669	72.859
51	102	60.017	62.753	64.287	64.787	63.659	62.594	63.568	65.730	67.298	68.044
52	104	50.565	47.776	47.809	49.783	49.640	54.003	55.298	56.348	54.073	52.298
53	106	30.164	25.002	21.865	20.810	25.319	30.864	33.544	32.099	27.936	22.950
54	108	12.392	12.644	9.124	8.597	11.676	13.790	14.762	15.647	14.347	11.812
55	110	2.969	3.252	2.916	1.771	2.545	2.611	3.747	4.192	5.127	4.406
56	112	0.489	0.512	0.530	0.466	0.434	0.377	0.457	0.463	0.679	0.588
57	114	0.331	0.290	0.189	0.348	0.354	0.290	0.276	0.267	0.315	0.401
58	116	0.312	0.281	0.149	0.260	0.313	0.219	0.184	0.241	0.203	0.336
59	118	0.167	0.189	0.186	0.278	0.301	0.205	0.074	0.091	0.154	0.278
60	120	0.225	0.185	0.123	0.171	0.105	0.164	0.089	0.161	0.107	0.208
61	122	0.126	0.158	0.062	0.097	0.138	0.036	0.127	0.195	0.201	0.068
62	124	0.129	0.110	0.137	0.119	0.098	0.073	0.024	0.058	0.084	0.186
63	126	0.092	0.067	0.071	0.116	0.096	0.099	0.093	0.066	0.087	0.086
64	128	0.063	0.096	0.085	0.017	0.116	0.076	0.108	0.088	0.060	0.091
65	130	0.085	0.072	0.055	0.101	0.060	0.056	0.020	0.082	0.090	0.083
66	132	0.058	0.034	0.057	0.055	0.072	0.059	0.002	0.087	0.088	0.020
67	134	0.015	0.013	0.036	0.090	0.034	0.029	0.026	0.016	0.078	0.070
68	136	0.091	0.012	0.152	0.084	0.033	0.026	0.027	0.040	0.046	-0.011
69	138	0.064	-0.017	0.065	0.030	0.022	0.050	0.006	0.070	0.009	0.075
70	140	-0.047	0.033	0.020	0.078	0.027	0.033	0.021	0.006	-0.001	-0.016
71	142	0.027	0.014	0.032	0.000	0.039	-0.007	0.056	0.076	0.025	0.042
72	144	0.012	-0.013	0.044	0.021	0.005	-0.010	0.005	0.031	0.011	-0.016
73	146	0.015	0.018	0.023	-0.020	-0.007	0.001	-0.013	0.031	0.023	0.001
74	148	0.033	-0.021	0.024	0.026	0.051	0.038	0.000	0.019	0.045	0.040
75	150	0.038	0.006	-0.037	0.036	-0.003	0.047	-0.015	-0.001	-0.009	0.008
76	152	0.038	0.012	0.046	0.043	0.006	-0.019	-0.002	-0.043	-0.009	0.037
77	154	0.003	0.021	-0.009	0.012	-0.005	-0.018	0.030	0.019	-0.028	0.049
78	156	0.001	0.003	0.052	-0.034	0.026	-0.006	-0.043	0.018	-0.008	0.001
79	158	0.022	-0.011	-0.043	0.001	-0.042	-0.049	0.000	0.001	0.035	-0.014
80	160	-0.001	-0.014	0.019	-0.027	0.056	0.038	-0.037	0.044	-0.020	-0.014
81	162	-0.015	0.012	0.016	0.010	-0.018	0.007	-0.026	0.003	0.001	0.038
82	164	-0.029	0.037	0.019	0.030	-0.004	-0.064	0.011	0.035	0.015	-0.013
83	166	-0.002	0.005	0.014	-0.007	0.018	0.052	0.044	0.020	0.032	0.011
84	168	0.025	-0.002	-0.034	0.066	-0.029	0.043	0.039	0.032	0.006	0.020
85	170	0.052	-0.006	0.002	0.016	0.021	0.027	0.019	-0.003	0.022	-0.003
86	172	0.010	0.051	-0.006	0.028	0.031	0.021	0.011	0.002	-0.003	0.020
87	174	-0.015	0.017	-0.002	0.034	-0.005	-0.069	0.005	-0.031	-0.007	-0.007
88	176	-0.027	-0.025	-0.029	0.026	0.010	0.017	-0.002	-0.006	0.030	0.002
89	178	-0.006	0.020	0.017	-0.007	0.011	0.008	-0.032	-0.001	0.015	-0.024
90	180	0.007	-0.015	0.001	0.033	0.015	0.004	0.022	-0.029	-0.011	-0.015
91	178	0.000	-0.014	0.055	-0.006	-0.036	0.025	0.002	0.007	0.025	0.002
92	176	0.006	0.026	-0.041	0.011	0.004	-0.019	0.006	0.035	-0.037	-0.021
93	174	0.006	0.025	0.030	-0.018	0.022	-0.013	-0.006	-0.012	0.028	-0.018
94	172	0.019	-0.002	-0.001	0.025	-0.019	0.015	0.011	0.014	0.011	-0.021
95	170	0.007	0.041	0.030	-0.007	0.022	0.044	0.039	-0.014	-0.044	-0.023
96	168	-0.002	0.014	-0.020	-0.027	-0.006	0.022	-0.065	-0.001	0.012	-0.023
97	166	-0.004	-0.017	0.022	-0.027	0.008	0.041	-0.010	0.025	0.013	0.005
98	164	0.002	0.054	0.003	-0.013	0.023	-0.002	-0.022	0.007	-0.007	0.003
99	162	0.032	-0.002	-0.018	-0.029	0.028	0.000	-0.025	-0.007	0.004	0.010
100	160	-0.008	-0.054	0.004	-0.024	0.005	-0.022	-0.006	-0.010	0.002	0.008
101	158	-0.026	0.025	0.030	-0.016	0.038	0.002	0.015	0.011	0.041	-0.036
102	156	0.006	-0.068	-0.013	-0.009	-0.008	0.000	0.036	-0.031	0.037	0.009
103	154	-0.049	-0.001	0.000	0.013	0.030	0.041	-0.005	-0.023	0.031	0.067
104	152	0.025	0.018	-0.035	-0.012	-0.038	-0.002	-0.044	0.006	-0.057	-0.011
105	150	0.003	0.030	-0.001	-0.012	0.012	-0.022	0.006	0.022	0.003	0.034
106	148	0.041	-0.015	0.002	-0.038	-0.077	-0.013	0.007	0.019	-0.027	-0.029
107	146	0.002	0.010	0.005	-0.001	-0.025	0.049	0.002	0.056	0.012	0.016
108	144	-0.035	-0.010	-0.006	0.047	-0.017	0.031	0.040	0.032	-0.014	-0.092
109	142	-0.054	0.039	0.032	0.038	-0.008	-0.016	0.050	-0.017	-0.036	-0.003
110	140	0.048	0.036	0.042	0.046	0.024	-0.022	0.007	0.033	0.017	-0.019
111	138	-0.019	0.028	0.093	-0.003	0.051	0.019	-0.012	0.042	0.033	0.007
112	136	-0.007	-0.013	0.059	-0.058	0.039	0.062	0.000	0.021	0.120	0.044
113	134	0.042	0.051	0.056	0.039	0.068	0.054	0.032	0.043	0.086	0.069
114	132	0.075	0.083	0.039	-0.001	0.038	0.118	0.025	0.025	0.112	0.046
115	130	0.010	0.074	0.109	0.086	0.024	0.089	0.060	0.081	0.060	0.070
116	128	0.012	0.102	0.053	0.127	-0.003	0.083	0.047	0.086	0.103	0.112
117	126	0.093	0.069	0.149	0.139	0.080	0.119	0.089	0.101	-0.005	0.034
118	124	0.093	0.033	0.142	0.125	0.070	0.083	0.053	0.127	0.184	0.074
119	122	0.137	0.055	0.151	0.174	0.053	0.107	0.122	0.093	0.186	0.106
120	120	0.178	0.192	0.147	0.231	0.107	0.156	0.080	0.166	0.130	0.098
121	118	0.186	0.167	0.167	0.204	0.150	0.170	0.152	0.180	0.180	0.261
122	116	0.272	0.221	0.194	0.284	0.245	0.189	0.180	0.170	0.277	0.279
123	114	0.308	0.233	0.287	0.328	0.330	0.247	0.277	0.272	0.267	0.319
124	112	0.382	0.450	0.400	0.423	0.476	0.374	0.389	0.407	0.462	0.465
125	110	1.881	2.251	2.280	1.000	1.660	1.147	2.374	2.779	3.231	2.815
126	108	9.234	8.548	7.192	6.392	8.722	9.642	9.684	11.662	11.270	9.966
127	106	23.774	22.189	17.887	17.604	20.515	25.877	26.699	26.310	22.108	19.207
128	104	47.767	44.054	41.111	42.736	45.372	51.050	52.767	53.467	47.570	48.834
129	102	58.013	59.759	61.639	62.581	60.449	59.885	62.218	63.913	64.255	66.159
130	100	68.154	68.958	69.039	69.176	68.622	68.483	69.709	71.369	71.050	72.011
131	98	74.879	74.966	73.935	74.040	73.833	74.731	75.055	75.430	75.067	74.940
132	96	76.306	76.155	75.219	75.580	75.631	75.997	76.354	76.752	76.728	76.619
133	94	75.794	76.166	75.906	76.388	76.572	76.370	76.228	76.933	76.993	77.200
134	92	75.987	76.462	76.115	76.370	76.108	76.369	76.047	76.347	76.374	76.213
135	90	75.588	76.101	75.751	76.192	75.798	75.889	75.820	75.972	75.843	75.992
136	88	75.466	76.217	75.946	76.640	76.372	76.491	76.191	76.566	76.563	76.526
137	86	76.217	76.970	76.691	77.234	77.299	77.545	77.295	77.628	77.513	77.099
138	84	76.977	77.652	77.212	77.941	78.171	78.750	78.460	78.059	77.293	76.485
139	82	76.831	77.705	77.162	77.440	77.252	77.759	77.404	76.809	75.950	74.914
140	80	73.070	72.616	72.218	72.763	72.959	72.568	70.976	68.798	70.150	71.339
141	78	64.102	64.275	65.475	67.488	65.302	62.564	61.115	61.241	62.706	64.413
142	76	52.114	51.590	48.417	46.427	47.078	49.469	49.186	46.487	44.287	43.252
143	74	28.634	27.402	24.050	18.158	19.236	23.644	24.007	18.818	16.297	12.834
144	72	12.147	11.190	9.658	8.901	8.921	10.357	7.600	6.104	4.366	4.011
145	70	3.789	2.498	2.838	2.006	3.336	2.777	2.197	1.294	0.841	0.671
146	68	0.687	0.486	0.468	0.461	0.737	0.495	0.408	0.471	0.391	0.434
147	66	0.291	0.265	0.254	0.421	0.364	0.315	0.357	0.337	0.389	0.308
148	64	0.289	0.268	0.256	0.251	0.279	0.275	0.345	0.158	0.328	0.332
149	62	0.234	0.260	0.149	0.281	0.274	0.338	0.196	0.127	0.119	0.227
150	60	0.177	0.262	0.223	0.233	0.105	0.256	0.078	0.075	0.103	0.173
151	58	0.015	0.079	0.133	0.174	0.043	0.142	0.005	0.116	0.159	0.102
152	56	0.051	0.075	0.248	0.186	0.095	0.170	0.039	0.026	0.219	0.128
153	54	0.096	-0.005	0.157	0.119	0.106	0.103	0.080	0.113	0.086	0.093
154	52	0.070	0.105	0.131	0.078	0.118	0.111	0.077	0.066	0.079	0.103
155	50	0.069	0.173	0.134	0.101	-0.050	0.111	0.043	0.100	0.006	0.015
156	48	0.080	0.068	0.087	0.045	0.018	0.083	-0.010	0.048	0.007	0.077
157	46	0.075	0.119	0.048	0.061	-0.019	0.085	0.082	-0.032	0.052	-0.016
158	44	-0.012	0.085	0.054	0.065	0.051	0.013	0.003	-0.007	0.022	0.127
159	42	0.083	0.094	0.068	0.099	0.009	0.028	0.043	0.056	0.077	0.033
160	40	0.034	0.058	-0.025	0.082	0.084	-0.040	0.028	0.009	0.004	0.079
161	38	-0.105	0.028	0.035	0.081	-0.023	0.052	0.006	0.037	-0.002	-0.027
162	36	0.023	0.072	0.126	0.041	0.043	0.057	-0.023	0.023	0.063	0.094
163	34	0.014	0.040	0.068	0.002	0.045	0.021	0.092	0.054	0.018	0.032
164	32	0.042	0.032	0.012	0.047	0.021	0.046	0.027	0.010	-0.002	0.039
165	30	0.028	-0.049	0.013	0.067	0.026	0.060	-0.040	-0.018	-0.004	0.068
166	28	0.107	0.033	-0.021	0.009	0.072	0.007	-0.029	-0.006	0.107	-0.037
167	26	-0.003	0.026	-0.027	0.072	0.014	0.038	0.087	0.025	-0.034	-0.028
168	24	0.087	-0.021	0.045	-0.015	0.033	-0.029	0.044	-0.011	-0.074	-0.018
169	22	-0.023	0.029	0.006	0.010	0.011	0.038	0.019	0.024	-0.014	0.024
170	20	-0.008	-0.011	-0.009	0.009	-0.041	0.025	-0.012	0.015	-0.008	-0.011
171	18	0.002	0.065	-0.030	0.007	-0.029	0.012	-0.030	0.009	-0.001	-0.011
172	16	0.045	0.038	-0.008	0.058	0.073	0.005	0.072	0.003	-0.083	-0.014
173	14	0.047	-0.019	-0.013	0.036	0.038	0.030	0.026	0.007	-0.006	0.007
174	12	-0.039	0.030	-0.008	0.012	0.051	0.095	0.035	-0.015	0.015	0.025
175	10	-0.022	-0.007	-0.016	-0.002	-0.021	0.040	0.020	-0.028	0.014	-0.010
176	8	-0.026	0.009	0.013	0.027	0.022	0.029	-0.036	-0.016	-0.014	-0.001
177	6	-0.032	-0.067	-0.020	-0.013	-0.027	0.023	-0.027	0.034	-0.035	0.000
178	4	0.014	0.010	0.018	0.007	-0.023	0.006	0.016	0.013	0.038	-0.002
179	2	-0.038	-0.014	0.018	-0.015	0.008	0.022	-0.021	0.011	-0.002	-0.017
180	0	-0.071	0.024	-0.017	-0.025	-0.007	0.011	0.007	0.042	0.035	0.002
