Date      - 2021-09-30T13:24:57
Vref      = 3.319 V
Us(+5V)   = 4.912 V
Temp_SiPM = 22.552 C
Temp_CPU  = 31.564 C
U_LED_on  = 2.85 V, (402nm)
+U_SiPM   = 3.289 V
-U_SiPM   = -23.716 V
U_SiPM    = 27.005 V
I_SiPM    = 2.137 uA
No t[s] T[C] U+_SiPM[V] U-_SiPM[V] Vert.angl[grad]. Hor.angl[grad] I_SiPM[uA] I0_SiPM[uA] 
500 1036.031 21.596 3.289 -23.717 135 86 14.797 0.967
501 1038.033 21.57 3.289 -23.722 135 84 14.895 0.96
502 1040.034 21.503 3.289 -23.722 135 82 14.904 0.933
503 1042.036 21.527 3.288 -23.717 135 80 14.873 0.863
504 1044.037 21.6 3.288 -23.715 135 78 14.868 0.894
505 1046.039 21.606 3.289 -23.723 135 76 14.776 0.941
506 1048.04 21.61 3.289 -23.719 135 74 14.801 0.964
507 1050.041 21.638 3.289 -23.719 135 72 14.677 0.886
508 1052.042 21.495 3.289 -23.716 135 70 14.645 0.976
509 1054.044 21.528 3.288 -23.716 135 68 14.56 0.976
510 1056.046 21.65 3.289 -23.718 135 66 14.55 0.964
511 1058.048 21.653 3.288 -23.72 135 64 14.419 0.892
512 1060.049 21.68 3.288 -23.722 135 62 14.438 0.972
513 1062.049 21.541 3.289 -23.722 135 60 14.326 0.99
514 1064.05 21.633 3.289 -23.72 135 58 14.194 0.959
515 1066.051 21.545 3.288 -23.715 135 56 14.194 0.904
516 1068.052 21.585 3.288 -23.714 135 54 14.05 0.87
517 1070.054 21.502 3.288 -23.714 135 52 13.856 0.975
518 1072.055 21.533 3.288 -23.715 135 50 13.838 0.948
519 1074.055 21.544 3.288 -23.717 135 48 13.679 0.944
520 1076.056 21.524 3.288 -23.722 135 46 13.522 0.945
521 1078.057 21.525 3.289 -23.725 135 44 13.436 0.971
522 1080.058 21.55 3.288 -23.717 135 42 13.151 0.972
523 1082.059 21.663 3.289 -23.715 135 40 12.953 0.929
524 1084.06 21.653 3.288 -23.721 135 38 12.697 0.952
525 1086.061 21.495 3.289 -23.717 135 36 12.473 0.89
526 1088.062 21.519 3.289 -23.71 135 34 12.309 0.948
527 1090.062 21.604 3.289 -23.72 135 32 12.041 0.937
528 1092.063 21.65 3.288 -23.719 135 30 11.785 0.971
529 1094.064 21.633 3.289 -23.717 135 28 11.541 0.983
530 1096.064 21.582 3.289 -23.717 135 26 11.284 0.955
531 1098.065 21.558 3.289 -23.716 135 24 11.003 0.965
532 1100.066 21.617 3.289 -23.717 135 22 10.681 0.948
533 1102.066 21.563 3.289 -23.717 135 20 10.3 0.958
534 1104.067 21.602 3.289 -23.722 135 18 9.818 0.976
535 1106.068 21.584 3.289 -23.724 135 16 9.26 0.979
536 1108.068 21.615 3.289 -23.724 135 14 8.861 0.958
537 1110.069 21.58 3.289 -23.721 135 12 8.203 0.982
538 1112.069 21.62 3.289 -23.715 135 10 7.655 0.94
539 1114.07 21.669 3.289 -23.717 135 8 6.876 0.951
540 1116.07 21.722 3.289 -23.719 135 6 5.768 0.962
541 1118.07 21.58 3.289 -23.719 135 4 4.464 0.952
542 1120.071 21.63 3.289 -23.719 135 2 2.833 0.944
543 1122.071 21.577 3.289 -23.722 135 0 1.859 0.955
544 1133.862 21.663 3.288 -23.717 150 0 1.96 0.951
545 1135.867 21.535 3.289 -23.723 150 2 2.643 0.942
546 1137.874 21.554 3.289 -23.724 150 4 3.937 0.953
547 1139.88 21.564 3.289 -23.716 150 6 5.297 0.932
548 1141.883 21.664 3.288 -23.716 150 8 6.35 0.953
549 1143.889 21.537 3.289 -23.721 150 10 7.167 0.961
550 1145.893 21.596 3.289 -23.721 150 12 7.741 0.955
551 1147.901 21.6 3.289 -23.727 150 14 8.536 0.929
552 1149.905 21.657 3.289 -23.727 150 16 8.99 0.945
553 1151.908 21.56 3.289 -23.717 150 18 9.565 0.98
554 1153.912 21.656 3.289 -23.721 150 20 10.037 0.951
555 1155.919 21.604 3.289 -23.714 150 22 10.511 0.977
556 1157.924 21.696 3.289 -23.717 150 24 10.876 0.955
557 1159.931 21.545 3.289 -23.715 150 26 11.114 0.934
558 1161.935 21.563 3.289 -23.72 150 28 11.358 0.967
559 1163.943 21.578 3.288 -23.72 150 30 11.718 0.973
560 1165.946 21.595 3.288 -23.718 150 32 11.937 0.947
561 1167.951 21.575 3.289 -23.714 150 34 12.192 0.963
562 1169.953 21.543 3.288 -23.719 150 36 12.388 0.986
563 1171.957 21.56 3.289 -23.719 150 38 12.673 0.944
564 1173.962 21.607 3.288 -23.721 150 40 12.896 0.975
565 1175.968 21.562 3.289 -23.719 150 42 13.094 0.982
566 1177.971 21.647 3.288 -23.723 150 44 13.347 0.947
567 1179.98 21.715 3.289 -23.721 150 46 13.393 0.972
568 1181.981 21.667 3.289 -23.719 150 48 13.617 0.892
569 1183.987 21.604 3.289 -23.721 150 50 13.719 0.954
570 1185.994 21.625 3.288 -23.719 150 52 13.866 0.87
571 1187.997 21.65 3.289 -23.718 150 54 14.014 0.925
572 1190.001 21.583 3.289 -23.717 150 56 14.074 0.945
573 1192.007 21.593 3.289 -23.718 150 58 14.223 0.986
574 1194.012 21.512 3.289 -23.716 150 60 14.247 0.994
575 1196.012 21.605 3.289 -23.721 150 62 14.359 0.97
576 1198.018 21.674 3.289 -23.721 150 64 14.438 0.965
577 1200.023 21.526 3.289 -23.719 150 66 14.386 0.95
578 1202.028 21.575 3.289 -23.715 150 68 14.538 0.963
579 1204.033 21.666 3.289 -23.723 150 70 14.623 1.001
580 1206.038 21.558 3.288 -23.719 150 72 14.698 0.925
581 1208.039 21.539 3.289 -23.719 150 74 14.718 0.866
582 1210.047 21.674 3.289 -23.719 150 76 14.676 0.992
583 1212.05 21.68 3.289 -23.716 150 78 14.794 0.875
584 1214.052 21.587 3.289 -23.722 150 80 14.816 1.007
585 1216.058 21.537 3.289 -23.721 150 82 14.849 0.981
586 1218.063 21.59 3.288 -23.718 150 84 14.916 0.953
587 1220.067 21.576 3.289 -23.721 150 86 14.888 0.931
588 1222.071 21.64 3.288 -23.721 150 88 14.871 0.942
589 1224.076 21.637 3.289 -23.718 150 90 14.761 0.968
590 1226.079 21.623 3.289 -23.718 150 92 14.853 0.962
591 1228.081 21.611 3.289 -23.72 150 94 14.834 0.892
592 1230.085 21.6 3.289 -23.725 150 96 14.779 0.966
593 1232.092 21.618 3.289 -23.719 150 98 14.704 0.986
594 1234.093 21.637 3.289 -23.719 150 100 14.63 0.942
595 1236.098 21.577 3.289 -23.722 150 102 14.652 0.988
596 1238.102 21.608 3.289 -23.72 150 104 14.556 0.926
597 1240.106 21.524 3.289 -23.719 150 106 14.509 0.893
598 1242.109 21.549 3.288 -23.718 150 108 14.42 0.949
599 1244.114 21.558 3.289 -23.716 150 110 14.295 0.993
600 1246.118 21.606 3.288 -23.72 150 112 14.223 0.953
601 1248.119 21.514 3.289 -23.718 150 114 14.121 0.906
602 1250.125 21.686 3.289 -23.715 150 116 14.035 0.969
603 1252.127 21.6 3.288 -23.722 150 118 13.872 0.971
604 1254.133 21.69 3.288 -23.722 150 120 13.75 0.996
605 1256.135 21.604 3.289 -23.721 150 122 13.579 0.949
606 1258.138 21.674 3.289 -23.717 150 124 13.43 0.988
607 1260.143 21.639 3.288 -23.718 150 126 13.214 0.966
608 1262.148 21.598 3.288 -23.721 150 128 13.012 0.972
609 1264.149 21.614 3.288 -23.724 150 130 12.839 0.959
610 1266.152 21.631 3.289 -23.718 150 132 12.574 0.942
611 1268.157 21.596 3.289 -23.721 150 134 12.383 0.951
612 1270.162 21.597 3.289 -23.72 150 136 12.214 0.957
613 1272.165 21.611 3.289 -23.717 150 138 11.95 0.98
614 1274.166 21.583 3.288 -23.722 150 140 11.677 0.961
615 1276.172 21.587 3.289 -23.718 150 142 11.436 0.947
616 1278.173 21.52 3.288 -23.719 150 144 11.212 0.915
617 1280.179 21.638 3.289 -23.72 150 146 10.885 0.968
618 1282.181 21.582 3.289 -23.718 150 148 10.586 0.976
619 1284.185 21.545 3.289 -23.718 150 150 10.328 0.925
620 1286.188 21.596 3.289 -23.715 150 152 10.093 0.931
621 1288.189 21.665 3.289 -23.723 150 154 9.77 0.928
622 1290.192 21.596 3.289 -23.718 150 156 9.435 0.944
623 1292.196 21.592 3.289 -23.724 150 158 8.814 0.948
624 1294.198 21.553 3.289 -23.722 150 160 8.162 0.952
625 1296.203 21.581 3.289 -23.717 150 162 7.554 0.969
626 1298.207 21.63 3.289 -23.715 150 164 7.083 0.948
627 1300.209 21.539 3.288 -23.718 150 166 6.329 0.946
628 1302.213 21.669 3.289 -23.718 150 168 5.596 0.979
629 1304.215 21.644 3.289 -23.721 150 170 4.832 0.943
630 1306.217 21.549 3.289 -23.721 150 172 4.046 0.934
631 1308.223 21.513 3.289 -23.717 150 174 3.271 0.961
632 1310.224 21.592 3.289 -23.722 150 176 2.206 0.932
633 1312.227 21.588 3.289 -23.719 150 178 1.498 0.948
634 1314.23 21.679 3.289 -23.722 150 180 1.513 0.962
635 1316.233 21.689 3.289 -23.717 150 178 1.509 0.953
636 1318.234 21.603 3.289 -23.717 150 176 2.215 0.936
637 1320.237 21.641 3.289 -23.721 150 174 3.153 0.948
638 1322.24 21.542 3.289 -23.72 150 172 4.025 0.932
639 1324.242 21.559 3.289 -23.723 150 170 4.932 0.913
640 1326.245 21.596 3.289 -23.72 150 168 5.533 0.965
641 1328.247 21.599 3.289 -23.716 150 166 6.281 0.952
642 1330.249 21.558 3.289 -23.715 150 164 7.018 0.937
643 1332.253 21.486 3.289 -23.718 150 162 7.475 0.934
644 1334.255 21.601 3.289 -23.718 150 160 8.077 0.966
645 1336.259 21.631 3.289 -23.716 150 158 8.795 0.976
646 1338.26 21.583 3.289 -23.722 150 156 9.412 0.943
647 1340.262 21.668 3.289 -23.721 150 154 9.714 0.944
648 1342.267 21.693 3.289 -23.721 150 152 10.064 0.934
649 1344.268 21.584 3.289 -23.718 150 150 10.353 0.949
650 1346.27 21.494 3.289 -23.721 150 148 10.573 0.957
651 1348.273 21.615 3.289 -23.72 150 146 10.89 0.963
652 1350.274 21.617 3.289 -23.722 150 144 11.142 0.969
653 1352.277 21.573 3.288 -23.719 150 142 11.439 0.944
654 1354.279 21.567 3.289 -23.717 150 140 11.659 0.922
655 1356.282 21.568 3.289 -23.719 150 138 11.925 0.971
656 1358.284 21.64 3.289 -23.721 150 136 12.161 0.951
657 1360.285 21.615 3.288 -23.718 150 134 12.402 0.952
658 1362.29 21.675 3.289 -23.719 150 132 12.609 0.966
659 1364.29 21.669 3.288 -23.723 150 130 12.764 0.971
660 1366.292 21.642 3.288 -23.716 150 128 12.922 0.873
661 1368.294 21.64 3.288 -23.723 150 126 13.223 0.941
662 1370.297 21.644 3.289 -23.724 150 124 13.351 0.982
663 1372.298 21.566 3.289 -23.719 150 122 13.56 0.989
664 1374.301 21.599 3.289 -23.721 150 120 13.684 0.949
665 1376.303 21.584 3.288 -23.716 150 118 13.848 0.963
666 1378.305 21.627 3.288 -23.717 150 116 14.001 0.947
667 1380.306 21.621 3.288 -23.722 150 114 14.157 0.977
668 1382.309 21.613 3.289 -23.723 150 112 14.226 0.885
669 1384.31 21.668 3.288 -23.718 150 110 14.34 0.977
670 1386.313 21.664 3.288 -23.717 150 108 14.413 0.908
671 1388.314 21.537 3.289 -23.718 150 106 14.457 0.963
672 1390.316 21.495 3.289 -23.715 150 104 14.574 0.993
673 1392.317 21.55 3.289 -23.716 150 102 14.597 0.935
674 1394.319 21.529 3.288 -23.715 150 100 14.564 0.965
675 1396.321 21.619 3.289 -23.721 150 98 14.742 0.965
676 1398.322 21.673 3.289 -23.718 150 96 14.792 1.007
677 1400.324 21.667 3.289 -23.722 150 94 14.758 0.963
678 1402.326 21.55 3.289 -23.719 150 92 14.794 0.948
679 1404.327 21.49 3.289 -23.719 150 90 14.814 0.963
680 1406.329 21.608 3.289 -23.717 150 88 14.902 0.915
681 1408.329 21.625 3.289 -23.72 150 86 14.837 0.948
682 1410.332 21.627 3.289 -23.723 150 84 14.85 0.976
683 1412.333 21.566 3.288 -23.717 150 82 14.844 0.942
684 1414.335 21.63 3.289 -23.721 150 80 14.798 0.989
685 1416.337 21.582 3.288 -23.721 150 78 14.824 0.95
686 1418.338 21.602 3.289 -23.723 150 76 14.817 0.882
687 1420.339 21.626 3.289 -23.719 150 74 14.731 0.944
688 1422.339 21.52 3.289 -23.718 150 72 14.717 0.888
689 1424.341 21.655 3.289 -23.718 150 70 14.617 0.974
690 1426.343 21.622 3.289 -23.713 150 68 14.499 0.936
691 1428.343 21.573 3.289 -23.718 150 66 14.507 0.997
692 1430.345 21.593 3.288 -23.714 150 64 14.493 0.95
693 1432.346 21.554 3.289 -23.725 150 62 14.376 0.966
694 1434.347 21.589 3.289 -23.717 150 60 14.28 1.001
695 1436.348 21.616 3.289 -23.716 150 58 14.217 0.988
696 1438.349 21.592 3.289 -23.728 150 56 14.183 0.979
697 1440.351 21.629 3.289 -23.721 150 54 14.086 0.927
698 1442.352 21.651 3.288 -23.717 150 52 13.939 0.96
699 1444.352 21.61 3.288 -23.722 150 50 13.696 0.972
700 1446.353 21.596 3.289 -23.715 150 48 13.607 0.993
701 1448.354 21.654 3.289 -23.721 150 46 13.489 0.946
702 1450.355 21.607 3.289 -23.718 150 44 13.277 0.997
703 1452.356 21.587 3.289 -23.719 150 42 13.072 1.004
704 1454.357 21.55 3.288 -23.724 150 40 12.887 0.997
705 1456.358 21.684 3.288 -23.719 150 38 12.709 0.957
706 1458.359 21.571 3.288 -23.72 150 36 12.398 0.935
707 1460.359 21.617 3.288 -23.719 150 34 12.23 0.926
708 1462.36 21.633 3.289 -23.718 150 32 11.991 1.005
709 1464.361 21.562 3.288 -23.723 150 30 11.742 0.977
710 1466.361 21.543 3.289 -23.72 150 28 11.374 0.952
711 1468.364 21.686 3.289 -23.719 150 26 11.196 0.946
712 1470.365 21.591 3.289 -23.724 150 24 10.905 0.975
713 1472.365 21.621 3.289 -23.717 150 22 10.49 0.95
714 1474.365 21.622 3.289 -23.722 150 20 10.089 0.98
715 1476.366 21.608 3.289 -23.725 150 18 9.611 0.979
716 1478.366 21.663 3.288 -23.722 150 16 8.948 0.978
717 1480.366 21.566 3.289 -23.719 150 14 8.491 0.984
718 1482.366 21.659 3.289 -23.719 150 12 7.742 0.973
719 1484.367 21.671 3.289 -23.718 150 10 7.105 0.948
720 1486.367 21.597 3.289 -23.723 150 8 6.289 0.963
721 1488.367 21.515 3.289 -23.72 150 6 5.248 0.983
722 1490.368 21.589 3.289 -23.723 150 4 3.983 0.975
723 1492.368 21.637 3.289 -23.721 150 2 2.757 0.988
724 1494.368 21.58 3.289 -23.721 150 0 1.984 0.98
725 1506.161 21.634 3.289 -23.719 180 0 1.599 0.963
726 1508.17 21.667 3.289 -23.72 180 2 2.148 0.981
727 1510.17 21.566 3.289 -23.718 180 4 3.273 0.99
728 1512.179 21.543 3.289 -23.721 180 6 4.46 1.006
729 1514.185 21.656 3.289 -23.725 180 8 5.397 1.027
730 1516.191 21.629 3.289 -23.713 180 10 6.199 0.975
731 1518.193 21.677 3.289 -23.722 180 12 6.855 0.994
732 1520.198 21.571 3.288 -23.725 180 14 7.647 0.984
733 1522.205 21.626 3.289 -23.717 180 16 8.094 1
734 1524.21 21.578 3.289 -23.721 180 18 8.746 0.989
735 1526.213 21.663 3.289 -23.719 180 20 9.322 1.017
736 1528.217 21.608 3.289 -23.717 180 22 9.909 1.021
737 1530.224 21.655 3.289 -23.717 180 24 10.323 1.018
738 1532.228 21.609 3.289 -23.72 180 26 10.695 0.947
739 1534.234 21.679 3.288 -23.719 180 28 10.912 0.953
740 1536.237 21.633 3.289 -23.718 180 30 11.29 0.986
741 1538.242 21.601 3.289 -23.72 180 32 11.615 1.021
742 1540.248 21.559 3.289 -23.725 180 34 11.873 0.991
743 1542.252 21.546 3.289 -23.721 180 36 12.046 1.01
744 1544.257 21.579 3.289 -23.724 180 38 12.328 1.044
745 1546.263 21.554 3.289 -23.718 180 40 12.569 0.945
746 1548.266 21.611 3.289 -23.718 180 42 12.865 1.029
747 1550.271 21.587 3.288 -23.717 180 44 13.062 0.948
748 1552.276 21.455 3.289 -23.718 180 46 13.291 1.012
749 1554.282 21.663 3.289 -23.718 180 48 13.263 0.999
750 1556.285 21.546 3.288 -23.717 180 50 13.56 1.028
751 1558.288 21.593 3.289 -23.727 180 52 13.636 1.004
752 1560.297 21.665 3.289 -23.718 180 54 13.914 0.937
753 1562.298 21.52 3.288 -23.72 180 56 14.063 0.997
754 1564.302 21.645 3.289 -23.721 180 58 14.16 0.973
755 1566.307 21.604 3.288 -23.715 180 60 14.197 1.048
756 1568.313 21.626 3.289 -23.723 180 62 14.308 1.022
757 1570.319 21.596 3.289 -23.72 180 64 14.449 1.049
758 1572.32 21.697 3.289 -23.721 180 66 14.554 1.031
759 1574.325 21.619 3.289 -23.716 180 68 14.602 1.031
760 1576.33 21.497 3.289 -23.717 180 70 14.642 0.956
761 1578.334 21.585 3.288 -23.72 180 72 14.724 0.996
762 1580.34 21.638 3.289 -23.717 180 74 14.801 1.073
763 1582.343 21.652 3.288 -23.715 180 76 14.733 1.032
764 1584.346 21.592 3.288 -23.714 180 78 14.872 1.028
765 1586.352 21.646 3.288 -23.724 180 80 14.803 0.939
766 1588.356 21.592 3.289 -23.722 180 82 14.887 1.028
767 1590.361 21.627 3.289 -23.721 180 84 14.904 1.05
768 1592.364 21.722 3.289 -23.72 180 86 14.852 1.04
769 1594.369 21.678 3.289 -23.718 180 88 14.887 1.02
770 1596.372 21.47 3.289 -23.716 180 90 14.869 1.034
771 1598.374 21.623 3.289 -23.717 180 92 14.894 0.942
772 1600.378 21.554 3.288 -23.718 180 94 14.912 1.016
773 1602.384 21.574 3.288 -23.72 180 96 14.842 0.987
774 1604.388 21.599 3.289 -23.714 180 98 14.825 1.003
775 1606.39 21.576 3.289 -23.727 180 100 14.729 1.014
776 1608.397 21.634 3.289 -23.72 180 102 14.686 0.971
777 1610.398 21.606 3.288 -23.721 180 104 14.692 1.034
778 1612.404 21.593 3.289 -23.725 180 106 14.598 1.008
779 1614.408 21.583 3.289 -23.721 180 108 14.557 0.999
780 1616.412 21.691 3.289 -23.721 180 110 14.517 1.035
781 1618.413 21.577 3.289 -23.72 180 112 14.337 1.02
782 1620.418 21.526 3.289 -23.717 180 114 14.173 1.005
783 1622.421 21.646 3.289 -23.718 180 116 14.094 1
784 1624.426 21.623 3.288 -23.718 180 118 14.021 0.955
785 1626.429 21.57 3.289 -23.72 180 120 13.857 0.971
786 1628.434 21.666 3.289 -23.718 180 122 13.759 1.042
787 1630.436 21.566 3.289 -23.722 180 124 13.566 0.991
788 1632.441 21.633 3.289 -23.717 180 126 13.343 1.013
789 1634.447 21.611 3.289 -23.718 180 128 13.123 0.976
790 1636.448 21.692 3.289 -23.719 180 130 12.965 1.002
791 1638.45 21.657 3.289 -23.72 180 132 12.736 1.013
792 1640.454 21.604 3.289 -23.719 180 134 12.6 0.984
793 1642.457 21.612 3.288 -23.724 180 136 12.244 0.994
794 1644.461 21.721 3.289 -23.722 180 138 11.958 1
795 1646.464 21.545 3.289 -23.717 180 140 11.853 0.996
796 1648.469 21.555 3.289 -23.719 180 142 11.572 0.999
797 1650.471 21.648 3.289 -23.716 180 144 11.276 0.978
798 1652.474 21.582 3.288 -23.722 180 146 11.059 0.934
799 1654.477 21.669 3.289 -23.72 180 148 10.728 0.994
800 1656.48 21.592 3.289 -23.719 180 150 10.529 0.945
801 1658.484 21.643 3.289 -23.724 180 152 10.204 1.001
802 1660.488 21.666 3.289 -23.719 180 154 9.867 0.979
803 1662.491 21.537 3.289 -23.717 180 156 9.59 0.953
804 1664.494 21.642 3.289 -23.719 180 158 9.059 0.971
805 1666.496 21.683 3.289 -23.72 180 160 8.319 1.007
806 1668.499 21.617 3.289 -23.721 180 162 7.754 1
807 1670.502 21.642 3.289 -23.722 180 164 7.277 0.991
808 1672.505 21.655 3.289 -23.718 180 166 6.537 0.994
809 1674.507 21.687 3.289 -23.722 180 168 5.922 1
810 1676.51 21.652 3.289 -23.719 180 170 5.195 0.995
811 1678.513 21.684 3.289 -23.72 180 172 4.542 1.009
812 1680.517 21.645 3.289 -23.718 180 174 3.629 1.013
813 1682.52 21.642 3.289 -23.719 180 176 2.73 1.025
814 1684.523 21.514 3.289 -23.722 180 178 1.758 0.997
815 1686.525 21.635 3.289 -23.723 180 180 1.783 1.016
816 1688.529 21.657 3.289 -23.721 180 178 1.832 0.989
817 1690.532 21.523 3.289 -23.714 180 176 2.583 1.007
818 1692.535 21.663 3.289 -23.719 180 174 3.59 1.029
819 1694.537 21.695 3.289 -23.719 180 172 4.412 1.026
820 1696.539 21.582 3.289 -23.723 180 170 5.275 1.013
821 1698.541 21.652 3.289 -23.719 180 168 5.813 1.001
822 1700.543 21.626 3.289 -23.722 180 166 6.514 1.014
823 1702.547 21.608 3.289 -23.721 180 164 7.161 1.009
824 1704.549 21.61 3.289 -23.721 180 162 7.659 1.021
825 1706.552 21.59 3.289 -23.722 180 160 8.218 0.992
826 1708.554 21.537 3.289 -23.721 180 158 9.044 0.971
827 1710.558 21.644 3.289 -23.721 180 156 9.507 0.991
828 1712.559 21.63 3.289 -23.723 180 154 9.848 1.008
829 1714.562 21.627 3.289 -23.722 180 152 10.147 0.997
830 1716.564 21.686 3.288 -23.719 180 150 10.48 0.994
831 1718.567 21.61 3.289 -23.716 180 148 10.728 1.02
832 1720.568 21.579 3.289 -23.722 180 146 11.048 1.018
833 1722.571 21.528 3.288 -23.721 180 144 11.328 1.011
834 1724.573 21.608 3.289 -23.722 180 142 11.572 1.007
835 1726.576 21.567 3.289 -23.718 180 140 11.799 1.006
836 1728.58 21.58 3.289 -23.724 180 138 12.004 1.021
837 1730.581 21.701 3.289 -23.719 180 136 12.343 1.035
838 1732.581 21.717 3.289 -23.718 180 134 12.562 0.995
839 1734.585 21.626 3.289 -23.718 180 132 12.749 0.965
840 1736.587 21.703 3.289 -23.719 180 130 12.948 1.028
841 1738.589 21.675 3.289 -23.721 180 128 13.186 0.987
842 1740.59 21.644 3.289 -23.723 180 126 13.333 1.03
843 1742.593 21.631 3.289 -23.724 180 124 13.534 1.075
844 1744.594 21.7 3.289 -23.722 180 122 13.739 1.02
845 1746.597 21.648 3.289 -23.721 180 120 13.913 1.021
846 1748.598 21.49 3.289 -23.722 180 118 14.03 0.993
847 1750.603 21.576 3.288 -23.719 180 116 14.144 1.017
848 1752.604 21.543 3.288 -23.72 180 114 14.235 1.009
849 1754.604 21.692 3.289 -23.716 180 112 14.264 1.038
850 1756.605 21.583 3.289 -23.721 180 110 14.471 1.012
851 1758.607 21.619 3.289 -23.719 180 108 14.492 1.041
852 1760.609 21.724 3.289 -23.722 180 106 14.615 0.954
853 1762.61 21.634 3.289 -23.719 180 104 14.626 1.033
854 1764.612 21.611 3.288 -23.717 180 102 14.705 0.996
855 1766.615 21.694 3.288 -23.72 180 100 14.775 1.009
856 1768.616 21.596 3.289 -23.717 180 98 14.814 1.063
857 1770.617 21.617 3.288 -23.719 180 96 14.836 1.041
858 1772.619 21.663 3.288 -23.722 180 94 14.798 0.961
859 1774.62 21.621 3.288 -23.72 180 92 14.806 1.046
860 1776.622 21.659 3.289 -23.72 180 90 14.899 0.963
861 1778.624 21.597 3.289 -23.722 180 88 14.929 0.948
862 1780.627 21.646 3.289 -23.721 180 86 14.937 0.954
863 1782.628 21.638 3.288 -23.722 180 84 14.945 0.956
864 1784.628 21.572 3.289 -23.722 180 82 14.863 1.042
865 1786.63 21.621 3.288 -23.719 180 80 14.863 1.002
866 1788.63 21.604 3.289 -23.717 180 78 14.869 1.012
867 1790.633 21.571 3.289 -23.722 180 76 14.835 1.038
868 1792.633 21.569 3.288 -23.717 180 74 14.712 1.037
869 1794.635 21.692 3.289 -23.718 180 72 14.758 0.979
870 1796.636 21.621 3.289 -23.721 180 70 14.729 1.063
871 1798.637 21.578 3.288 -23.721 180 68 14.666 1.022
872 1800.639 21.543 3.288 -23.718 180 66 14.579 1.021
873 1802.64 21.542 3.289 -23.717 180 64 14.425 1.059
874 1804.64 21.534 3.289 -23.714 180 62 14.36 1.036
875 1806.642 21.612 3.289 -23.717 180 60 14.282 1.038
876 1808.643 21.641 3.289 -23.722 180 58 14.166 1.05
877 1810.644 21.569 3.289 -23.719 180 56 14.098 1.044
878 1812.645 21.596 3.289 -23.717 180 54 13.912 1.038
879 1814.646 21.67 3.289 -23.718 180 52 13.717 0.991
880 1816.647 21.633 3.288 -23.717 180 50 13.631 1.056
881 1818.648 21.689 3.288 -23.718 180 48 13.383 1.021
882 1820.649 21.566 3.288 -23.719 180 46 13.295 0.98
883 1822.65 21.644 3.289 -23.721 180 44 13.131 1.002
884 1824.651 21.592 3.288 -23.716 180 42 12.913 1.012
885 1826.654 21.705 3.288 -23.713 180 40 12.723 1.07
886 1828.654 21.556 3.289 -23.723 180 38 12.448 1.012
887 1830.654 21.714 3.289 -23.717 180 36 12.152 1.051
888 1832.654 21.56 3.289 -23.719 180 34 11.912 1.092
889 1834.655 21.601 3.289 -23.722 180 32 11.558 1.01
890 1836.655 21.572 3.288 -23.727 180 30 11.349 1.003
891 1838.656 21.685 3.289 -23.715 180 28 10.959 1.022
892 1840.657 21.714 3.289 -23.717 180 26 10.666 0.967
893 1842.657 21.628 3.289 -23.718 180 24 10.401 1.002
894 1844.658 21.721 3.289 -23.721 180 22 9.867 1.043
895 1846.658 21.667 3.289 -23.72 180 20 9.397 1.024
896 1848.659 21.617 3.289 -23.722 180 18 8.817 1.014
897 1850.659 21.663 3.289 -23.726 180 16 8.135 0.989
898 1852.66 21.569 3.289 -23.718 180 14 7.565 1.016
899 1854.66 21.575 3.289 -23.722 180 12 6.821 1.008
900 1856.661 21.642 3.289 -23.724 180 10 6.109 1.018
901 1858.661 21.627 3.289 -23.722 180 8 5.345 1.044
902 1860.661 21.661 3.289 -23.723 180 6 4.451 1.033
903 1862.662 21.693 3.289 -23.722 180 4 3.297 0.969
904 1864.662 21.581 3.289 -23.721 180 2 2.176 1.017
905 1866.662 21.65 3.289 -23.723 180 0 1.539 0.988
