Date      - 2021-09-30T12:35:04
Vref      = 3.319 V
Us(+5V)   = 4.913 V
Temp_SiPM = 21.475 C
Temp_CPU  = 33.833 C
U_LED_on  = 2.85 V, (402nm)
+U_SiPM   = 3.289 V
-U_SiPM   = -23.712 V
U_SiPM    = 27.002 V
I_SiPM    = 0.632 uA
No t[s] T[C] U+_SiPM[V] U-_SiPM[V] Vert.angl[grad]. Hor.angl[grad] I_SiPM[uA] I0_SiPM[uA] 
566 1177.899 21.576 3.289 -23.718 150 44 6.491 0.628
567 1179.905 21.671 3.289 -23.717 150 46 7.429 0.636
568 1181.906 21.581 3.289 -23.715 150 48 8.489 0.616
569 1183.912 21.606 3.288 -23.72 150 50 9.852 0.654
570 1185.919 21.608 3.288 -23.718 150 52 10.854 0.659
571 1187.922 21.442 3.289 -23.72 150 54 12.06 0.555
572 1189.927 21.53 3.288 -23.72 150 56 12.636 0.604
573 1191.931 21.584 3.289 -23.718 150 58 13.031 0.629
574 1193.936 21.63 3.289 -23.721 150 60 13.367 0.591
575 1195.941 21.581 3.288 -23.718 150 62 13.479 0.593
576 1197.948 21.604 3.288 -23.716 150 64 13.637 0.594
577 1199.949 21.612 3.289 -23.718 150 66 13.694 0.606
578 1201.954 21.551 3.288 -23.716 150 68 13.893 0.655
579 1203.959 21.635 3.288 -23.723 150 70 13.936 0.619
580 1205.96 21.548 3.289 -23.719 150 72 14.019 0.557
581 1207.964 21.588 3.288 -23.716 150 74 14.112 0.622
582 1209.969 21.617 3.288 -23.718 150 76 14.159 0.641
583 1211.977 21.512 3.289 -23.721 150 78 14.17 0.644
584 1213.979 21.484 3.288 -23.719 150 80 14.199 0.546
585 1215.985 21.566 3.288 -23.721 150 82 14.282 0.677
586 1217.986 21.551 3.288 -23.722 150 84 14.33 0.672
587 1219.993 21.65 3.288 -23.72 150 86 14.293 0.618
588 1221.996 21.531 3.289 -23.716 150 88 14.336 0.606
589 1224.001 21.538 3.289 -23.72 150 90 14.36 0.618
590 1226.004 21.483 3.288 -23.719 150 92 14.389 0.668
591 1228.006 21.537 3.289 -23.725 150 94 14.374 0.652
592 1230.012 21.531 3.288 -23.718 150 96 14.354 0.574
593 1232.014 21.53 3.288 -23.723 150 98 14.296 0.63
594 1234.018 21.603 3.288 -23.716 150 100 14.278 0.612
595 1236.024 21.63 3.289 -23.724 150 102 14.242 0.581
596 1238.027 21.505 3.288 -23.72 150 104 14.151 0.626
597 1240.033 21.541 3.288 -23.713 150 106 14.139 0.594
598 1242.036 21.625 3.288 -23.718 150 108 14.098 0.635
599 1244.039 21.495 3.289 -23.719 150 110 14.002 0.628
600 1246.043 21.547 3.288 -23.721 150 112 13.915 0.608
601 1248.048 21.525 3.289 -23.717 150 114 13.829 0.625
602 1250.05 21.564 3.289 -23.716 150 116 13.71 0.599
603 1252.052 21.537 3.289 -23.716 150 118 13.611 0.652
604 1254.058 21.613 3.289 -23.721 150 120 13.375 0.577
605 1256.06 21.524 3.289 -23.718 150 122 13.154 0.649
606 1258.066 21.648 3.289 -23.718 150 124 12.749 0.63
607 1260.068 21.576 3.288 -23.723 150 126 12.116 0.607
608 1262.073 21.538 3.289 -23.72 150 128 10.996 0.568
609 1264.077 21.579 3.289 -23.717 150 130 10.037 0.62
610 1266.08 21.579 3.289 -23.722 150 132 8.6 0.605
611 1268.082 21.587 3.289 -23.723 150 134 7.436 0.623
612 1270.087 21.508 3.289 -23.717 150 136 6.327 0.6
613 1272.09 21.527 3.289 -23.724 150 138 5.234 0.616
614 1274.094 21.639 3.289 -23.72 150 140 4.436 0.622
615 1276.098 21.522 3.289 -23.72 150 142 3.565 0.599
616 1278.099 21.547 3.289 -23.718 150 144 2.96 0.622
617 1280.101 21.592 3.289 -23.719 150 146 2.466 0.596
618 1282.107 21.537 3.289 -23.721 150 148 2.018 0.598
619 1284.11 21.592 3.289 -23.723 150 150 1.701 0.645
620 1286.111 21.537 3.289 -23.719 150 152 1.489 0.624
621 1288.115 21.657 3.289 -23.729 150 154 1.256 0.611
622 1290.12 21.492 3.289 -23.722 150 156 1.169 0.61
623 1292.121 21.583 3.289 -23.716 150 158 1.019 0.609
624 1294.124 21.562 3.289 -23.718 150 160 0.905 0.596
625 1296.128 21.553 3.289 -23.718 150 162 0.846 0.599
626 1298.132 21.578 3.289 -23.719 150 164 0.788 0.585
627 1300.135 21.541 3.289 -23.717 150 166 0.743 0.594
628 1302.136 21.665 3.289 -23.719 150 168 0.708 0.595
629 1304.142 21.575 3.289 -23.721 150 170 0.714 0.598
630 1306.143 21.629 3.289 -23.718 150 172 0.688 0.601
631 1308.146 21.533 3.289 -23.717 150 174 0.619 0.591
632 1310.15 21.545 3.288 -23.717 150 176 0.689 0.589
633 1312.15 21.673 3.289 -23.724 150 178 0.662 0.583
634 1314.154 21.561 3.289 -23.721 150 180 0.648 0.613
635 1316.156 21.646 3.289 -23.722 150 178 0.663 0.584
636 1318.16 21.566 3.289 -23.719 150 176 0.652 0.598
637 1320.165 21.554 3.289 -23.718 150 174 0.659 0.622
638 1322.166 21.529 3.289 -23.724 150 172 0.654 0.595
639 1324.168 21.638 3.289 -23.718 150 170 0.637 0.599
640 1326.17 21.468 3.289 -23.717 150 168 0.709 0.598
641 1328.173 21.565 3.289 -23.717 150 166 0.772 0.597
642 1330.177 21.474 3.289 -23.724 150 164 0.771 0.619
643 1332.178 21.606 3.289 -23.719 150 162 0.856 0.586
644 1334.181 21.531 3.289 -23.722 150 160 0.902 0.571
645 1336.187 21.585 3.289 -23.721 150 158 1.02 0.604
646 1338.187 21.539 3.289 -23.72 150 156 1.08 0.584
647 1340.189 21.533 3.289 -23.719 150 154 1.26 0.63
648 1342.191 21.619 3.289 -23.722 150 152 1.472 0.602
649 1344.194 21.575 3.289 -23.722 150 150 1.668 0.594
650 1346.196 21.546 3.289 -23.726 150 148 1.974 0.593
651 1348.199 21.577 3.289 -23.724 150 146 2.436 0.595
652 1350.2 21.614 3.289 -23.72 150 144 2.878 0.593
653 1352.203 21.57 3.289 -23.719 150 142 3.521 0.607
654 1354.205 21.552 3.289 -23.723 150 140 4.305 0.601
655 1356.209 21.51 3.289 -23.722 150 138 5.112 0.594
656 1358.21 21.474 3.289 -23.719 150 136 6.379 0.634
657 1360.211 21.47 3.289 -23.722 150 134 7.397 0.616
658 1362.214 21.583 3.289 -23.72 150 132 8.432 0.616
659 1364.216 21.61 3.288 -23.72 150 130 10.017 0.606
660 1366.218 21.588 3.289 -23.718 150 128 10.855 0.616
661 1368.219 21.604 3.288 -23.713 150 126 12.119 0.613
662 1370.222 21.558 3.289 -23.714 150 124 12.746 0.63
663 1372.225 21.526 3.288 -23.723 150 122 13.121 0.629
664 1374.226 21.537 3.289 -23.719 150 120 13.444 0.609
665 1376.228 21.571 3.289 -23.719 150 118 13.543 0.575
666 1378.232 21.568 3.289 -23.718 150 116 13.68 0.617
667 1380.233 21.601 3.289 -23.718 150 114 13.836 0.618
668 1382.233 21.547 3.289 -23.715 150 112 13.886 0.614
669 1384.235 21.643 3.289 -23.719 150 110 14.001 0.621
670 1386.238 21.528 3.289 -23.72 150 108 13.915 0.602
671 1388.239 21.528 3.289 -23.719 150 106 14.088 0.664
672 1390.24 21.604 3.289 -23.716 150 104 14.183 0.616
673 1392.243 21.555 3.288 -23.719 150 102 14.254 0.591
674 1394.244 21.578 3.288 -23.72 150 100 14.276 0.62
675 1396.246 21.606 3.289 -23.719 150 98 14.297 0.603
676 1398.248 21.602 3.288 -23.718 150 96 14.269 0.645
677 1400.249 21.579 3.289 -23.72 150 94 14.284 0.597
678 1402.25 21.472 3.288 -23.727 150 92 14.238 0.641
679 1404.252 21.54 3.289 -23.72 150 90 14.349 0.657
680 1406.253 21.573 3.288 -23.725 150 88 14.34 0.653
681 1408.256 21.591 3.288 -23.719 150 86 14.385 0.609
682 1410.257 21.524 3.289 -23.723 150 84 14.392 0.601
683 1412.259 21.646 3.289 -23.713 150 82 14.322 0.599
684 1414.259 21.566 3.288 -23.723 150 80 14.207 0.576
685 1416.261 21.61 3.289 -23.722 150 78 14.184 0.594
686 1418.263 21.621 3.289 -23.721 150 76 14.157 0.638
687 1420.264 21.671 3.289 -23.718 150 74 14.047 0.55
688 1422.266 21.516 3.288 -23.718 150 72 14.043 0.595
689 1424.267 21.664 3.288 -23.719 150 70 13.917 0.626
690 1426.268 21.613 3.289 -23.721 150 68 13.904 0.597
691 1428.269 21.558 3.288 -23.721 150 66 13.772 0.635
692 1430.27 21.525 3.289 -23.722 150 64 13.633 0.611
693 1432.271 21.537 3.289 -23.719 150 62 13.464 0.663
694 1434.273 21.611 3.288 -23.722 150 60 13.313 0.638
695 1436.273 21.587 3.289 -23.723 150 58 13.032 0.611
696 1438.274 21.639 3.288 -23.721 150 56 12.762 0.65
697 1440.276 21.651 3.289 -23.719 150 54 12.285 0.597
698 1442.277 21.607 3.289 -23.718 150 52 11.296 0.589
699 1444.277 21.626 3.288 -23.718 150 50 10.15 0.618
700 1446.278 21.611 3.289 -23.723 150 48 8.927 0.593
701 1448.279 21.641 3.288 -23.725 150 46 7.687 0.629
702 1450.282 21.6 3.288 -23.72 150 44 6.609 0.586
703 1452.282 21.606 3.288 -23.72 150 42 5.476 0.558
704 1454.283 21.582 3.288 -23.72 150 40 4.425 0.609
705 1456.283 21.543 3.289 -23.723 150 38 3.37 0.635
706 1458.284 21.619 3.289 -23.719 150 36 2.634 0.527
707 1460.285 21.61 3.289 -23.722 150 34 2.139 0.603
708 1462.285 21.659 3.289 -23.721 150 32 1.759 0.611
709 1464.286 21.455 3.289 -23.722 150 30 1.492 0.583
710 1466.287 21.543 3.288 -23.721 150 28 1.151 0.618
711 1468.288 21.624 3.289 -23.72 150 26 1.065 0.58
712 1470.288 21.593 3.289 -23.725 150 24 0.98 0.653
713 1472.289 21.525 3.289 -23.722 150 22 0.885 0.637
714 1474.289 21.593 3.289 -23.724 150 20 0.831 0.596
715 1476.29 21.545 3.289 -23.72 150 18 0.837 0.625
716 1478.29 21.629 3.289 -23.721 150 16 0.765 0.609
717 1480.291 21.589 3.289 -23.717 150 14 0.733 0.627
718 1482.291 21.659 3.289 -23.715 150 12 0.684 0.624
719 1484.292 21.579 3.289 -23.721 150 10 0.648 0.611
720 1486.292 21.622 3.289 -23.72 150 8 0.661 0.599
721 1488.293 21.58 3.289 -23.724 150 6 0.655 0.635
722 1490.293 21.574 3.289 -23.719 150 4 0.632 0.613
723 1492.293 21.615 3.289 -23.718 150 2 0.656 0.628
724 1494.294 21.584 3.289 -23.721 150 0 0.661 0.613
725 1506.09 21.601 3.289 -23.72 180 0 0.637 0.594
726 1508.092 21.562 3.289 -23.719 180 2 0.64 0.599
727 1510.098 21.612 3.289 -23.723 180 4 0.652 0.62
728 1512.106 21.518 3.289 -23.719 180 6 0.626 0.614
729 1514.108 21.539 3.289 -23.722 180 8 0.618 0.598
730 1516.117 21.513 3.289 -23.721 180 10 0.665 0.604
731 1518.119 21.538 3.289 -23.721 180 12 0.694 0.609
732 1520.124 21.552 3.289 -23.722 180 14 0.724 0.594
733 1522.132 21.57 3.289 -23.722 180 16 0.712 0.625
734 1524.137 21.535 3.289 -23.718 180 18 0.681 0.623
735 1526.14 21.683 3.289 -23.72 180 20 0.793 0.648
736 1528.144 21.527 3.289 -23.723 180 22 0.818 0.661
737 1530.153 21.483 3.289 -23.721 180 24 0.848 0.621
738 1532.157 21.621 3.289 -23.719 180 26 0.881 0.619
739 1534.159 21.6 3.289 -23.72 180 28 0.969 0.616
740 1536.167 21.583 3.289 -23.723 180 30 1.031 0.618
741 1538.174 21.613 3.289 -23.725 180 32 1.253 0.589
742 1540.176 21.696 3.289 -23.726 180 34 1.883 0.565
743 1542.18 21.657 3.289 -23.725 180 36 2.572 0.649
744 1544.185 21.516 3.289 -23.72 180 38 3.471 0.624
745 1546.191 21.488 3.289 -23.723 180 40 4.755 0.638
746 1548.196 21.493 3.289 -23.725 180 42 5.929 0.639
747 1550.2 21.564 3.289 -23.719 180 44 7.221 0.633
748 1552.205 21.593 3.289 -23.72 180 46 8.158 0.582
749 1554.207 21.632 3.288 -23.722 180 48 9.212 0.629
750 1556.214 21.582 3.288 -23.717 180 50 10.384 0.567
751 1558.217 21.667 3.289 -23.718 180 52 11.225 0.548
752 1560.221 21.6 3.289 -23.717 180 54 12.527 0.633
753 1562.225 21.605 3.289 -23.718 180 56 12.984 0.633
754 1564.23 21.628 3.288 -23.716 180 58 13.183 0.554
755 1566.235 21.653 3.288 -23.716 180 60 13.422 0.654
756 1568.241 21.638 3.288 -23.72 180 62 13.634 0.584
757 1570.246 21.537 3.289 -23.72 180 64 13.732 0.639
758 1572.247 21.592 3.289 -23.721 180 66 13.839 0.598
759 1574.252 21.607 3.288 -23.723 180 68 13.888 0.651
760 1576.257 21.562 3.289 -23.722 180 70 13.926 0.621
761 1578.261 21.64 3.288 -23.716 180 72 14.089 0.659
762 1580.265 21.663 3.288 -23.719 180 74 14.174 0.657
763 1582.269 21.596 3.289 -23.719 180 76 14.132 0.602
764 1584.275 21.546 3.289 -23.716 180 78 14.294 0.614
765 1586.277 21.628 3.288 -23.719 180 80 14.342 0.553
766 1588.282 21.549 3.288 -23.718 180 82 14.409 0.652
767 1590.285 21.6 3.288 -23.716 180 84 14.354 0.607
768 1592.291 21.567 3.289 -23.719 180 86 14.361 0.647
769 1594.296 21.639 3.289 -23.716 180 88 14.399 0.652
770 1596.302 21.502 3.288 -23.721 180 90 14.405 0.635
771 1598.304 21.56 3.289 -23.721 180 92 14.336 0.58
772 1600.308 21.595 3.288 -23.718 180 94 14.331 0.642
773 1602.311 21.621 3.288 -23.718 180 96 14.354 0.552
774 1604.315 21.607 3.289 -23.724 180 98 14.33 0.584
775 1606.32 21.59 3.288 -23.717 180 100 14.32 0.614
776 1608.324 21.599 3.288 -23.719 180 102 14.294 0.649
777 1610.325 21.558 3.288 -23.718 180 104 14.247 0.632
778 1612.331 21.613 3.289 -23.72 180 106 14.094 0.573
779 1614.334 21.548 3.289 -23.721 180 108 14.08 0.618
780 1616.339 21.623 3.289 -23.722 180 110 14.08 0.651
781 1618.345 21.6 3.288 -23.721 180 112 13.989 0.615
782 1620.347 21.596 3.288 -23.723 180 114 13.899 0.607
783 1622.349 21.562 3.289 -23.719 180 116 13.808 0.636
784 1624.352 21.53 3.288 -23.717 180 118 13.658 0.617
785 1626.357 21.562 3.288 -23.717 180 120 13.478 0.586
786 1628.36 21.465 3.289 -23.721 180 122 13.139 0.595
787 1630.367 21.506 3.288 -23.72 180 124 12.329 0.582
788 1632.368 21.542 3.289 -23.714 180 126 11.342 0.61
789 1634.369 21.696 3.289 -23.72 180 128 10.222 0.621
790 1636.376 21.689 3.289 -23.723 180 130 9.331 0.625
791 1638.378 21.516 3.289 -23.723 180 132 7.901 0.62
792 1640.382 21.529 3.289 -23.72 180 134 6.908 0.614
793 1642.385 21.582 3.289 -23.721 180 136 5.888 0.619
794 1644.389 21.52 3.289 -23.726 180 138 4.685 0.621
795 1646.392 21.563 3.288 -23.72 180 140 3.709 0.619
796 1648.396 21.605 3.289 -23.719 180 142 2.934 0.609
797 1650.397 21.611 3.289 -23.716 180 144 2.295 0.618
798 1652.4 21.64 3.289 -23.725 180 146 1.558 0.598
799 1654.403 21.558 3.289 -23.727 180 148 1.059 0.604
800 1656.407 21.577 3.289 -23.724 180 150 0.969 0.609
801 1658.411 21.567 3.289 -23.722 180 152 0.853 0.621
802 1660.415 21.57 3.289 -23.721 180 154 0.84 0.598
803 1662.418 21.558 3.289 -23.724 180 156 0.743 0.619
804 1664.421 21.585 3.289 -23.722 180 158 0.713 0.616
805 1666.423 21.635 3.289 -23.723 180 160 0.723 0.628
806 1668.426 21.654 3.289 -23.719 180 162 0.715 0.587
807 1670.429 21.515 3.288 -23.726 180 164 0.713 0.576
808 1672.433 21.599 3.289 -23.719 180 166 0.643 0.605
809 1674.435 21.541 3.289 -23.72 180 168 0.636 0.601
810 1676.438 21.554 3.289 -23.718 180 170 0.676 0.59
811 1678.441 21.607 3.289 -23.719 180 172 0.655 0.61
812 1680.445 21.68 3.289 -23.716 180 174 0.647 0.606
813 1682.448 21.571 3.289 -23.714 180 176 0.556 0.579
814 1684.451 21.514 3.289 -23.719 180 178 0.642 0.597
815 1686.455 21.577 3.289 -23.717 180 180 0.639 0.621
816 1688.456 21.537 3.289 -23.722 180 178 0.629 0.595
817 1690.459 21.516 3.289 -23.716 180 176 0.62 0.595
818 1692.46 21.587 3.288 -23.722 180 174 0.657 0.611
819 1694.465 21.528 3.289 -23.722 180 172 0.625 0.608
820 1696.467 21.632 3.289 -23.72 180 170 0.636 0.599
821 1698.469 21.477 3.289 -23.714 180 168 0.656 0.612
822 1700.471 21.531 3.289 -23.723 180 166 0.654 0.611
823 1702.477 21.543 3.289 -23.718 180 164 0.68 0.522
824 1704.477 21.646 3.289 -23.724 180 162 0.703 0.609
825 1706.478 21.574 3.289 -23.721 180 160 0.718 0.613
826 1708.482 21.556 3.289 -23.721 180 158 0.755 0.608
827 1710.484 21.658 3.289 -23.718 180 156 0.804 0.594
828 1712.486 21.571 3.289 -23.722 180 154 0.845 0.629
829 1714.489 21.581 3.289 -23.72 180 152 0.869 0.636
830 1716.491 21.48 3.289 -23.721 180 150 0.956 0.603
831 1718.494 21.573 3.289 -23.716 180 148 1.03 0.604
832 1720.495 21.603 3.289 -23.717 180 146 1.532 0.617
833 1722.5 21.603 3.289 -23.721 180 144 2.213 0.592
834 1724.5 21.528 3.289 -23.722 180 142 2.906 0.614
835 1726.503 21.563 3.288 -23.722 180 140 3.678 0.598
836 1728.504 21.674 3.289 -23.726 180 138 4.635 0.609
837 1730.508 21.559 3.289 -23.717 180 136 5.834 0.638
838 1732.509 21.607 3.289 -23.719 180 134 6.841 0.597
839 1734.51 21.61 3.289 -23.719 180 132 7.94 0.606
840 1736.514 21.487 3.288 -23.719 180 130 9.224 0.614
841 1738.516 21.605 3.288 -23.714 180 128 10.124 0.596
842 1740.517 21.67 3.288 -23.721 180 126 11.28 0.613
843 1742.52 21.587 3.289 -23.721 180 124 12.233 0.606
844 1744.523 21.523 3.289 -23.721 180 122 12.982 0.605
845 1746.523 21.597 3.289 -23.719 180 120 13.512 0.666
846 1748.525 21.55 3.288 -23.72 180 118 13.619 0.629
847 1750.527 21.68 3.288 -23.718 180 116 13.675 0.599
848 1752.529 21.654 3.288 -23.726 180 114 13.893 0.638
849 1754.531 21.627 3.289 -23.718 180 112 13.946 0.606
850 1756.533 21.558 3.289 -23.716 180 110 14.058 0.635
851 1758.534 21.557 3.289 -23.716 180 108 14.094 0.611
852 1760.536 21.602 3.288 -23.717 180 106 14.098 0.655
853 1762.539 21.583 3.288 -23.721 180 104 14.224 0.64
854 1764.539 21.574 3.288 -23.724 180 102 14.276 0.613
855 1766.542 21.595 3.289 -23.719 180 100 14.361 0.607
856 1768.546 21.666 3.289 -23.721 180 98 14.337 0.652
857 1770.546 21.597 3.289 -23.719 180 96 14.379 0.543
858 1772.546 21.603 3.289 -23.716 180 94 14.359 0.625
859 1774.548 21.69 3.289 -23.717 180 92 14.353 0.611
860 1776.549 21.642 3.289 -23.718 180 90 14.392 0.607
861 1778.551 21.652 3.289 -23.714 180 88 14.382 0.628
862 1780.552 21.628 3.289 -23.721 180 86 14.404 0.647
863 1782.554 21.64 3.289 -23.723 180 84 14.31 0.657
864 1784.555 21.557 3.289 -23.722 180 82 14.388 0.62
865 1786.557 21.627 3.289 -23.725 180 80 14.343 0.564
866 1788.557 21.603 3.289 -23.715 180 78 14.308 0.555
867 1790.559 21.633 3.288 -23.722 180 76 14.201 0.615
868 1792.56 21.629 3.288 -23.722 180 74 14.157 0.618
869 1794.562 21.604 3.289 -23.716 180 72 14.087 0.63
870 1796.563 21.597 3.289 -23.714 180 70 14.069 0.642
871 1798.565 21.659 3.289 -23.72 180 68 13.939 0.605
872 1800.566 21.574 3.288 -23.721 180 66 13.902 0.602
873 1802.567 21.692 3.288 -23.72 180 64 13.71 0.634
874 1804.567 21.643 3.289 -23.719 180 62 13.599 0.64
875 1806.571 21.606 3.289 -23.723 180 60 13.521 0.568
876 1808.571 21.559 3.288 -23.719 180 58 13.306 0.654
877 1810.572 21.6 3.289 -23.72 180 56 13.03 0.542
878 1812.572 21.665 3.288 -23.724 180 54 12.709 0.543
879 1814.573 21.52 3.289 -23.72 180 52 11.723 0.594
880 1816.574 21.584 3.289 -23.72 180 50 10.573 0.593
881 1818.575 21.693 3.288 -23.72 180 48 9.429 0.574
882 1820.576 21.632 3.289 -23.719 180 46 8.401 0.634
883 1822.577 21.55 3.289 -23.723 180 44 7.402 0.621
884 1824.578 21.662 3.289 -23.719 180 42 6.259 0.609
885 1826.579 21.587 3.289 -23.72 180 40 5.051 0.632
886 1828.58 21.658 3.289 -23.721 180 38 3.774 0.578
887 1830.58 21.625 3.289 -23.716 180 36 2.783 0.572
888 1832.581 21.638 3.289 -23.726 180 34 1.84 0.606
889 1834.582 21.674 3.289 -23.721 180 32 1.26 0.611
890 1836.583 21.567 3.289 -23.724 180 30 1.045 0.625
891 1838.583 21.606 3.289 -23.722 180 28 0.937 0.632
892 1840.583 21.543 3.289 -23.723 180 26 0.899 0.595
893 1842.584 21.562 3.289 -23.721 180 24 0.853 0.645
894 1844.585 21.721 3.289 -23.719 180 22 0.77 0.587
895 1846.585 21.6 3.289 -23.717 180 20 0.805 0.593
896 1848.586 21.608 3.289 -23.721 180 18 0.727 0.593
897 1850.586 21.627 3.289 -23.721 180 16 0.748 0.612
898 1852.587 21.563 3.288 -23.72 180 14 0.725 0.551
899 1854.587 21.604 3.289 -23.718 180 12 0.612 0.605
900 1856.588 21.638 3.289 -23.725 180 10 0.691 0.607
901 1858.588 21.554 3.289 -23.72 180 8 0.635 0.614
902 1860.589 21.587 3.289 -23.715 180 6 0.597 0.591
903 1862.589 21.583 3.289 -23.722 180 4 0.632 0.597
904 1864.589 21.592 3.289 -23.722 180 2 0.626 0.594
905 1866.59 21.582 3.289 -23.718 180 0 0.577 0.608
