Date      - 2021-10-08T11:26:24
Vref      = 3.318 V
Us(+5V)   = 4.911 V
Temp_SiPM = 21.878 C
Temp_CPU  = 32.861 C
U_LED_on  = 2.85 V, (402nm)
+U_SiPM   = 3.288 V
-U_SiPM   = -23.712 V
U_SiPM    = 27.004 V
I_SiPM    = 5.562 uA
No t[s] T[C] U+_SiPM[V] U-_SiPM[V] Vert.angl[grad]. Hor.angl[grad] I_SiPM[uA] I0_SiPM[uA] 
256 537.488 21.82 3.288 -23.719 120 148 10.592 1.851
257 539.493 21.784 3.288 -23.715 120 150 10.386 1.849
258 541.495 21.772 3.288 -23.716 120 152 10.152 1.858
259 543.499 21.974 3.289 -23.718 120 154 9.905 1.83
260 545.502 21.882 3.288 -23.721 120 156 9.619 1.879
261 547.506 21.797 3.289 -23.716 120 158 9.044 1.852
262 549.509 21.834 3.288 -23.711 120 160 8.504 1.874
263 551.513 21.925 3.289 -23.713 120 162 8.175 1.891
264 553.515 21.825 3.289 -23.715 120 164 7.83 1.887
265 555.517 21.913 3.289 -23.721 120 166 7.367 1.896
266 557.521 21.889 3.289 -23.717 120 168 7.066 1.876
267 559.524 21.843 3.289 -23.718 120 170 6.807 1.875
268 561.528 21.888 3.288 -23.716 120 172 6.391 1.897
269 563.53 21.913 3.289 -23.714 120 174 6.009 1.887
270 565.532 21.805 3.289 -23.716 120 176 5.615 1.901
271 567.535 21.893 3.289 -23.721 120 178 5.195 1.91
272 569.539 21.927 3.288 -23.717 120 180 5.233 1.949
273 571.542 21.956 3.288 -23.721 120 178 5.243 1.943
274 573.546 21.866 3.288 -23.715 120 176 5.614 1.94
275 575.546 21.88 3.289 -23.717 120 174 6.021 1.935
276 577.55 21.797 3.289 -23.718 120 172 6.429 1.966
277 579.553 21.895 3.288 -23.717 120 170 6.798 1.957
278 581.554 21.843 3.288 -23.714 120 168 7.137 1.981
279 583.558 21.801 3.289 -23.72 120 166 7.523 1.992
280 585.56 21.944 3.288 -23.72 120 164 7.916 2.011
281 587.562 21.852 3.289 -23.716 120 162 8.287 2.048
282 589.568 21.928 3.289 -23.714 120 160 8.661 2.072
283 591.569 21.846 3.289 -23.722 120 158 9.298 2.067
284 593.571 21.827 3.289 -23.716 120 156 9.804 2.119
285 595.572 21.977 3.288 -23.713 120 154 10.075 2.113
286 597.576 21.809 3.288 -23.715 120 152 10.41 2.133
287 599.578 21.866 3.288 -23.713 120 150 10.716 2.158
288 601.58 21.876 3.289 -23.715 120 148 10.89 2.191
289 603.583 21.81 3.288 -23.717 120 146 11.105 2.232
290 605.585 21.834 3.289 -23.718 120 144 11.403 2.269
291 607.587 21.915 3.289 -23.714 120 142 11.617 2.332
292 609.59 21.898 3.289 -23.717 120 140 11.899 2.467
293 611.593 21.806 3.288 -23.714 120 138 12.209 2.552
294 613.595 21.918 3.288 -23.714 120 136 12.567 2.712
295 615.596 21.912 3.289 -23.717 120 134 12.936 2.981
296 617.6 22.007 3.289 -23.715 120 132 13.397 3.685
297 619.601 21.915 3.288 -23.711 120 130 16.76 12.139
298 621.604 21.897 3.288 -23.717 120 128 22.446 11.743
299 623.605 21.872 3.289 -23.712 120 126 22.164 11.654
300 625.607 21.811 3.288 -23.714 120 124 23.089 14.059
301 627.609 21.874 3.288 -23.716 120 122 26.733 17.149
302 629.613 21.893 3.287 -23.709 120 120 100.145 199.347
303 631.614 21.87 3.281 -23.675 120 118 231.397 229.538
304 633.616 21.876 3.284 -23.688 120 116 231.392 231.203
305 635.617 21.863 3.281 -23.676 120 114 231.65 231.39
306 637.619 21.878 3.275 -23.634 120 112 231.166 231.255
307 639.622 21.954 3.277 -23.644 120 110 231.29 231.56
308 641.624 21.961 3.278 -23.657 120 108 231.35 231.216
309 643.625 21.87 3.274 -23.642 120 106 231.257 231.344
310 645.627 21.939 3.277 -23.653 120 104 231.34 231.486
311 647.63 21.952 3.277 -23.654 120 102 231.386 231.394
312 649.631 21.949 3.275 -23.649 120 100 231.26 231.381
313 651.632 21.903 3.275 -23.642 120 98 231.213 217.565
314 653.636 21.896 3.274 -23.635 120 96 231.118 231.212
315 655.636 22 3.275 -23.642 120 94 231.293 231.3
316 657.637 21.989 3.275 -23.638 120 92 231.246 231.364
317 659.639 22.09 3.274 -23.64 120 90 231.259 231.394
318 661.64 22.028 3.275 -23.64 120 88 231.211 231.343
319 663.642 21.969 3.275 -23.638 120 86 231.247 231.321
320 665.644 21.984 3.276 -23.648 120 84 231.313 231.356
321 667.645 22.037 3.275 -23.647 120 82 231.308 231.361
322 669.647 21.965 3.275 -23.644 120 80 231.291 231.284
323 671.648 22.053 3.277 -23.642 120 78 231.286 231.229
324 673.649 22.13 3.276 -23.633 120 76 231.184 231.137
325 675.651 22.028 3.275 -23.648 120 74 231.312 231.261
326 677.653 21.994 3.276 -23.65 120 72 231.309 231.29
327 679.653 21.934 3.275 -23.645 120 70 231.352 231.321
328 681.654 21.995 3.275 -23.651 120 68 231.359 231.255
329 683.656 22.021 3.274 -23.642 120 66 231.274 231.364
330 685.657 22.047 3.276 -23.643 120 64 231.351 231.302
331 687.661 22.099 3.277 -23.65 120 62 231.419 231.276
332 689.661 22.04 3.276 -23.653 120 60 231.34 231.341
333 691.661 22.041 3.277 -23.652 120 58 231.39 231.418
334 693.662 22.068 3.277 -23.652 120 56 231.346 231.504
335 695.663 22.051 3.278 -23.649 120 54 231.407 231.417
336 697.664 22.093 3.277 -23.649 120 52 231.356 231.365
337 699.665 22.028 3.277 -23.658 120 50 231.45 231.359
338 701.666 21.995 3.277 -23.653 120 48 231.445 231.411
339 703.667 21.985 3.276 -23.644 120 46 231.391 231.488
340 705.668 22.167 3.278 -23.658 120 44 231.509 231.374
341 707.669 22.157 3.275 -23.64 120 42 231.385 231.334
342 709.67 22.115 3.276 -23.646 120 40 231.319 231.326
343 711.671 22.149 3.276 -23.651 120 38 231.34 231.366
344 713.672 22.125 3.275 -23.646 120 36 231.365 231.367
345 715.673 22.128 3.277 -23.655 120 34 231.417 231.358
346 717.674 22.133 3.276 -23.653 120 32 231.34 231.452
347 719.674 22.178 3.277 -23.654 120 30 231.435 231.415
348 721.675 22.136 3.277 -23.652 120 28 231.388 231.451
349 723.676 22.132 3.279 -23.654 120 26 231.491 231.479
350 725.676 22.182 3.278 -23.659 120 24 231.474 231.502
351 727.677 22.139 3.279 -23.669 120 22 231.585 231.632
352 729.678 22.199 3.28 -23.677 120 20 231.641 231.624
353 731.679 22.168 3.28 -23.66 120 18 231.57 231.628
354 733.679 22.166 3.28 -23.666 120 16 231.569 231.58
355 735.68 22.181 3.28 -23.668 120 14 231.598 231.584
356 737.68 22.103 3.28 -23.667 120 12 231.591 231.62
357 739.681 22.154 3.28 -23.669 120 10 231.598 231.609
358 741.681 22.132 3.28 -23.668 120 8 231.603 231.643
359 743.682 22.094 3.279 -23.666 120 6 231.591 231.607
360 745.682 22.102 3.28 -23.666 120 4 231.601 231.591
361 747.682 22.109 3.28 -23.666 120 2 231.571 231.604
362 749.683 22.107 3.28 -23.665 120 0 231.546 231.57
363 761.468 22.193 3.288 -23.714 135 0 16.172 12.163
364 763.474 22.166 3.288 -23.724 135 2 35.178 38.576
365 765.478 22.09 3.288 -23.712 135 4 39.246 40.27
366 767.485 22.089 3.288 -23.718 135 6 43.185 53.192
367 769.492 22.036 3.287 -23.713 135 8 66.558 60.094
368 771.495 22.026 3.287 -23.713 135 10 68.788 59.64
369 773.501 22.15 3.288 -23.719 135 12 17.615 9.308
370 775.505 22.229 3.288 -23.718 135 14 16.135 9.448
371 777.513 22.078 3.288 -23.716 135 16 16.383 10.393
372 779.513 22.157 3.289 -23.719 135 18 16.145 8.886
373 781.52 22.027 3.289 -23.715 135 20 16.371 8.664
374 783.525 22.157 3.288 -23.714 135 22 16.687 8.604
375 785.532 22.109 3.289 -23.716 135 24 16.669 8.492
376 787.536 22.022 3.288 -23.718 135 26 17.224 8.717
377 789.538 22.109 3.288 -23.715 135 28 17.322 8.242
378 791.547 22.142 3.288 -23.723 135 30 17.316 8.221
379 793.548 22.094 3.289 -23.717 135 32 17.671 8.101
380 795.556 22.061 3.288 -23.722 135 34 17.879 8.244
381 797.561 22.114 3.289 -23.714 135 36 18.138 8.286
382 799.562 22.044 3.288 -23.72 135 38 18.286 8.467
383 801.57 22.044 3.288 -23.716 135 40 18.453 8.392
384 803.577 22.027 3.288 -23.713 135 42 18.484 8.277
385 805.578 22.065 3.289 -23.722 135 44 18.531 8.351
386 807.586 22.098 3.289 -23.716 135 46 18.647 8.164
387 809.59 22.105 3.288 -23.715 135 48 18.761 8.156
388 811.595 22.104 3.288 -23.717 135 50 18.712 8.084
389 813.598 22.02 3.288 -23.715 135 52 18.73 8.047
390 815.6 22.025 3.289 -23.717 135 54 18.904 8.126
391 817.608 22.053 3.289 -23.715 135 56 19.114 8.225
392 819.612 22.063 3.288 -23.718 135 58 19.203 7.988
393 821.616 22.044 3.288 -23.717 135 60 19.119 7.993
394 823.621 22.143 3.289 -23.713 135 62 19.108 7.821
395 825.626 22.029 3.288 -23.719 135 64 19.086 7.774
396 827.631 22.074 3.288 -23.723 135 66 19.434 8.321
397 829.632 22.078 3.288 -23.719 135 68 19.89 8.704
398 831.637 22.03 3.289 -23.718 135 70 20.093 8.462
399 833.642 22.007 3.288 -23.72 135 72 20.158 8.561
400 835.646 22.086 3.288 -23.716 135 74 20.096 8.467
401 837.651 22.006 3.288 -23.717 135 76 20.135 8.34
402 839.655 22.01 3.288 -23.719 135 78 19.999 8.117
403 841.662 21.926 3.288 -23.718 135 80 19.937 8.168
404 843.664 21.896 3.288 -23.711 135 82 20.122 8.458
405 845.67 22.057 3.288 -23.723 135 84 20.339 8.554
406 847.67 22.033 3.288 -23.717 135 86 20.405 8.526
407 849.678 22.089 3.288 -23.72 135 88 20.178 8.392
408 851.68 22.044 3.288 -23.716 135 90 20.209 8.466
409 853.685 22.015 3.288 -23.719 135 92 20.219 8.408
410 855.688 21.959 3.288 -23.718 135 94 20.094 8.191
411 857.694 22.135 3.288 -23.717 135 96 19.947 8.181
412 859.698 22.025 3.288 -23.712 135 98 19.991 8.359
413 861.7 21.959 3.288 -23.718 135 100 20.152 8.285
414 863.705 22.042 3.288 -23.717 135 102 19.866 8.253
415 865.71 22.081 3.288 -23.72 135 104 19.818 8.19
416 867.714 21.93 3.289 -23.716 135 106 20.158 8.712
417 869.715 21.874 3.288 -23.716 135 108 20.494 9.205
418 871.72 22.083 3.288 -23.717 135 110 42.308 74.18
419 873.723 21.875 3.286 -23.702 135 112 158.054 131.331
420 875.727 21.973 3.287 -23.702 135 114 122.975 126.801
421 877.732 21.994 3.287 -23.706 135 116 136.428 135.688
422 879.737 22.05 3.287 -23.703 135 118 148.068 143.36
423 881.738 21.969 3.286 -23.703 135 120 150.172 157.469
424 883.744 22.034 3.286 -23.703 135 122 168.814 182.513
425 885.745 22.036 3.285 -23.695 135 124 187.692 207.526
426 887.751 22.02 3.285 -23.694 135 126 196.705 231.695
427 889.752 21.985 3.279 -23.667 135 128 223.028 231.609
428 891.756 21.997 3.277 -23.647 135 130 231.445 230.999
429 893.76 21.961 3.277 -23.645 135 132 231.595 231.545
430 895.763 21.952 3.275 -23.624 135 134 231.179 231.367
431 897.77 22.094 3.275 -23.643 135 136 224.537 231.521
432 899.77 22.031 3.279 -23.666 135 138 231.665 231.481
433 901.776 22.136 3.281 -23.7 135 140 229.93 228.502
434 903.777 22 3.279 -23.654 135 142 221.623 163.352
435 905.782 22.035 3.284 -23.678 135 144 44.059 9.794
436 907.786 22.036 3.288 -23.721 135 146 17.817 8.91
