Date      - 2021-10-08T11:26:24
Vref      = 3.318 V
Us(+5V)   = 4.911 V
Temp_SiPM = 21.878 C
Temp_CPU  = 32.861 C
U_LED_on  = 2.85 V, (402nm)
+U_SiPM   = 3.288 V
-U_SiPM   = -23.712 V
U_SiPM    = 27.004 V
I_SiPM    = 5.562 uA
No t[s] T[C] U+_SiPM[V] U-_SiPM[V] Vert.angl[grad]. Hor.angl[grad] I_SiPM[uA] I0_SiPM[uA] 
437 909.788 22.13 3.289 -23.716 135 148 40.12 11.819
438 911.792 22.073 3.288 -23.72 135 150 20.007 11.465
439 913.795 22.041 3.288 -23.715 135 152 27.676 33.497
440 915.798 22.119 3.288 -23.719 135 154 20.358 10.231
441 917.802 21.99 3.289 -23.717 135 156 17.399 9.566
442 919.805 22.118 3.289 -23.72 135 158 17.228 9.928
443 921.808 22.132 3.288 -23.72 135 160 16.641 10.34
444 923.811 21.981 3.289 -23.717 135 162 17.037 10.723
445 925.814 22.056 3.288 -23.716 135 164 17.009 9.915
446 927.817 22.125 3.288 -23.722 135 166 20.91 21.953
447 929.819 22.001 3.289 -23.719 135 168 17.722 10.854
448 931.823 21.977 3.289 -23.716 135 170 16.534 11.064
449 933.825 22.085 3.288 -23.718 135 172 15.007 10.643
450 935.828 21.938 3.288 -23.723 135 174 14.971 10.179
451 937.831 21.944 3.288 -23.719 135 176 14.007 9.646
452 939.836 22.049 3.288 -23.711 135 178 13.662 10.203
453 941.836 22.128 3.289 -23.713 135 180 13.382 9.885
454 943.839 22.001 3.288 -23.719 135 178 13.043 9.642
455 945.841 22.102 3.289 -23.721 135 176 13.732 9.761
456 947.845 22.078 3.288 -23.718 135 174 13.812 9.448
457 949.848 22.068 3.288 -23.712 135 172 18.807 10.508
458 951.851 22.014 3.289 -23.719 135 170 15.19 9.744
459 953.853 21.986 3.288 -23.723 135 168 23.82 15.323
460 955.855 22.074 3.288 -23.721 135 166 17.159 12.381
461 957.859 22.04 3.289 -23.718 135 164 17.877 11.427
462 959.861 21.947 3.288 -23.718 135 162 29.231 12.689
463 961.864 22.031 3.288 -23.712 135 160 17.09 10.809
464 963.867 22.011 3.288 -23.716 135 158 19.272 12.395
465 965.868 22.031 3.288 -23.709 135 156 19.339 12.415
466 967.871 22.007 3.288 -23.716 135 154 19.38 11.801
467 969.873 22.014 3.289 -23.713 135 152 26.54 13.779
468 971.877 22.055 3.288 -23.715 135 150 21.796 10.9
469 973.878 21.943 3.288 -23.721 135 148 20.68 12.052
470 975.882 21.924 3.288 -23.713 135 146 22.262 13.683
471 977.882 22.011 3.288 -23.716 135 144 29.243 20.144
472 979.885 22.028 3.288 -23.718 135 142 35.147 31.42
473 981.888 21.981 3.288 -23.716 135 140 43.013 32.432
474 983.89 21.993 3.288 -23.714 135 138 47.043 43.71
475 985.893 21.958 3.288 -23.716 135 136 46.175 45.503
476 987.894 22.082 3.288 -23.714 135 134 56.113 35.159
477 989.897 22.001 3.287 -23.708 135 132 51.204 48.423
478 991.898 21.978 3.288 -23.714 135 130 62.993 39.312
479 993.903 21.998 3.288 -23.713 135 128 52.63 41.296
480 995.903 22.036 3.288 -23.718 135 126 41.049 31.342
481 997.904 22.037 3.288 -23.719 135 124 48.234 32.566
482 999.907 22.015 3.288 -23.714 135 122 39.147 28.457
483 1001.91 22.078 3.288 -23.721 135 120 40.057 16.887
484 1003.911 21.97 3.288 -23.716 135 118 35.57 29.381
485 1005.912 21.969 3.288 -23.71 135 116 40.569 25.297
486 1007.914 22.023 3.288 -23.72 135 114 22.685 10.499
487 1009.918 21.979 3.288 -23.717 135 112 23.095 11.042
488 1011.918 21.936 3.288 -23.716 135 110 22.201 10.383
489 1013.92 22.052 3.288 -23.715 135 108 25.81 10.066
490 1015.922 22.084 3.288 -23.718 135 106 26.881 13.341
491 1017.926 22.048 3.288 -23.713 135 104 24.456 13.007
492 1019.926 22.054 3.289 -23.718 135 102 20.312 9.336
493 1021.927 21.998 3.288 -23.708 135 100 24.79 12.308
494 1023.929 21.923 3.288 -23.718 135 98 24.333 12.079
495 1025.93 21.96 3.288 -23.718 135 96 25.411 16.539
496 1027.933 22.008 3.288 -23.718 135 94 24.277 10.507
497 1029.934 22.044 3.288 -23.721 135 92 36.704 14.465
498 1031.937 22.023 3.288 -23.715 135 90 25.049 14.783
499 1033.938 21.988 3.288 -23.714 135 88 30.751 12.249
500 1035.939 21.951 3.288 -23.721 135 86 24.631 12.002
501 1037.941 21.924 3.288 -23.712 135 84 24.165 13.326
502 1039.942 22.012 3.288 -23.715 135 82 24.642 14.175
503 1041.943 21.935 3.288 -23.716 135 80 25.417 12.837
504 1043.945 22.002 3.288 -23.715 135 78 25.346 11.732
505 1045.946 21.973 3.288 -23.718 135 76 25.269 12.195
506 1047.95 21.981 3.288 -23.713 135 74 24.912 13.815
507 1049.95 21.91 3.288 -23.722 135 72 23.63 11.882
508 1051.951 21.99 3.288 -23.712 135 70 23.976 11.432
509 1053.951 21.998 3.288 -23.719 135 68 24.474 12.848
510 1055.953 21.914 3.289 -23.717 135 66 20.46 8.698
511 1057.954 22.013 3.288 -23.719 135 64 20.204 8.628
512 1059.955 21.928 3.288 -23.714 135 62 20.688 9.372
513 1061.956 22.04 3.289 -23.715 135 60 20.695 9.413
514 1063.958 22.012 3.288 -23.717 135 58 20.8 9.875
515 1065.959 21.994 3.289 -23.717 135 56 21.004 9.837
516 1067.96 21.95 3.288 -23.719 135 54 20.94 10.012
517 1069.96 21.925 3.288 -23.718 135 52 21.14 10.83
518 1071.962 21.973 3.288 -23.714 135 50 22.048 11.369
519 1073.963 21.945 3.288 -23.718 135 48 22.133 11.551
520 1075.963 21.952 3.288 -23.722 135 46 20.988 10.583
521 1077.965 21.884 3.289 -23.717 135 44 20.337 9.793
522 1079.965 21.994 3.289 -23.721 135 42 20.403 10.026
523 1081.966 21.945 3.288 -23.72 135 40 20.37 10.501
524 1083.967 21.954 3.288 -23.713 135 38 20.206 9.796
525 1085.968 21.918 3.288 -23.719 135 36 19.224 9.411
526 1087.969 21.99 3.288 -23.719 135 34 19.155 9.458
527 1089.97 22.064 3.288 -23.717 135 32 19.146 9.755
528 1091.971 22.031 3.288 -23.713 135 30 19.605 10.688
529 1093.971 21.919 3.288 -23.716 135 28 19.128 9.774
530 1095.972 22.037 3.288 -23.717 135 26 18.428 9.855
531 1097.973 22.035 3.288 -23.72 135 24 17.831 9.344
532 1099.974 22.058 3.289 -23.714 135 22 17.524 9.543
533 1101.974 22.097 3.288 -23.717 135 20 17.521 9.953
534 1103.975 22 3.288 -23.715 135 18 17.043 9.75
535 1105.975 22.042 3.288 -23.716 135 16 16.555 9.742
536 1107.976 22.027 3.289 -23.721 135 14 16.338 9.66
537 1109.976 21.985 3.288 -23.719 135 12 16.503 10.345
538 1111.979 21.963 3.288 -23.717 135 10 16.991 10.152
539 1113.979 22.037 3.289 -23.716 135 8 15.847 9.764
540 1115.979 21.98 3.289 -23.718 135 6 14.846 9.38
541 1117.98 21.973 3.289 -23.722 135 4 14.356 9.405
542 1119.98 22.002 3.288 -23.714 135 2 14.285 9.931
543 1121.98 22.036 3.289 -23.718 135 0 14.413 10.804
544 1133.768 22.088 3.288 -23.713 150 0 13.599 9.823
545 1135.772 21.964 3.289 -23.717 150 2 14.274 10.142
546 1137.779 21.973 3.289 -23.72 150 4 14.15 9.466
547 1139.785 22.008 3.288 -23.716 150 6 14.673 9.413
548 1141.788 22.082 3.288 -23.719 150 8 14.535 8.766
549 1143.794 21.978 3.288 -23.723 150 10 14.663 8.962
550 1145.798 21.97 3.289 -23.718 150 12 14.982 8.573
551 1147.805 22.04 3.289 -23.715 150 14 14.968 8.489
552 1149.809 21.941 3.288 -23.718 150 16 15.415 8.625
553 1151.816 22.021 3.288 -23.716 150 18 15.525 8.498
554 1153.821 21.952 3.288 -23.717 150 20 15.82 8.332
555 1155.825 22.065 3.288 -23.724 150 22 16.047 8.177
556 1157.829 22.029 3.288 -23.72 150 24 15.584 7.365
557 1159.836 22.019 3.288 -23.713 150 26 15.751 7.488
558 1161.84 21.996 3.288 -23.716 150 28 16.372 7.662
559 1163.846 22.021 3.288 -23.718 150 30 16.519 7.92
560 1165.849 22.028 3.288 -23.716 150 32 16.97 7.913
561 1167.854 21.949 3.289 -23.718 150 34 16.696 7.742
562 1169.86 22.014 3.288 -23.721 150 36 17.104 8.094
563 1171.864 22.041 3.288 -23.716 150 38 17.92 8.175
564 1173.868 21.923 3.289 -23.717 150 40 18.008 7.944
565 1175.875 21.926 3.289 -23.714 150 42 17.954 7.851
566 1177.878 21.974 3.288 -23.72 150 44 18.154 7.886
567 1179.882 21.955 3.288 -23.72 150 46 18.299 8.08
568 1181.888 21.932 3.288 -23.713 150 48 18.536 8.06
569 1183.894 21.914 3.288 -23.715 150 50 18.93 8.313
570 1185.897 22.043 3.288 -23.716 150 52 18.883 8.425
571 1187.904 22.04 3.288 -23.715 150 54 20.332 9.476
572 1189.909 22.026 3.288 -23.714 150 56 20.34 9.089
573 1191.91 21.99 3.289 -23.714 150 58 20.299 9.133
574 1193.914 22.102 3.288 -23.717 150 60 20.245 8.798
575 1195.919 21.952 3.288 -23.715 150 62 19.606 8.059
576 1197.924 21.985 3.288 -23.72 150 64 19.542 8.082
577 1199.931 21.991 3.288 -23.715 150 66 20.12 8.849
578 1201.932 22.073 3.289 -23.719 150 68 20.236 8.633
579 1203.937 22.014 3.288 -23.721 150 70 20.299 8.266
580 1205.941 21.948 3.288 -23.716 150 72 19.998 8.103
581 1207.946 22.015 3.288 -23.717 150 74 19.676 7.934
582 1209.949 21.978 3.289 -23.719 150 76 19.759 7.838
583 1211.957 21.969 3.288 -23.718 150 78 19.859 8.014
584 1213.959 22.01 3.288 -23.717 150 80 20.035 9.171
585 1215.964 22.022 3.288 -23.715 150 82 21.632 9.612
586 1217.969 21.996 3.288 -23.715 150 84 22.161 9.645
587 1219.974 21.897 3.288 -23.714 150 86 21.427 9.833
588 1221.976 21.942 3.288 -23.716 150 88 21.92 10.504
589 1223.981 21.969 3.289 -23.714 150 90 22.35 10.367
590 1225.984 22.025 3.288 -23.718 150 92 21.986 9.702
591 1227.99 21.971 3.288 -23.718 150 94 21.185 9.051
592 1229.995 21.871 3.288 -23.719 150 96 21.121 9.169
593 1231.997 21.91 3.289 -23.716 150 98 20.983 8.933
594 1234.001 21.944 3.289 -23.715 150 100 21.599 9.872
595 1236.003 21.962 3.288 -23.715 150 102 21.361 9.273
596 1238.01 21.964 3.289 -23.715 150 104 21.404 9.507
597 1240.011 22.036 3.289 -23.716 150 106 20.561 8.541
598 1242.017 22.002 3.288 -23.717 150 108 20.048 8.262
599 1244.02 22.011 3.289 -23.717 150 110 19.659 9.034
600 1246.024 21.976 3.288 -23.716 150 112 20.567 9.176
601 1248.028 22.081 3.288 -23.716 150 114 20.708 9.42
602 1250.03 21.973 3.288 -23.717 150 116 20.79 9.941
603 1252.035 21.973 3.288 -23.714 150 118 20.847 9.646
604 1254.038 22.007 3.289 -23.713 150 120 20.815 9.809
605 1256.04 22.039 3.288 -23.717 150 122 20.42 9.499
606 1258.046 21.996 3.288 -23.718 150 124 20.233 9.34
607 1260.048 22.017 3.289 -23.72 150 126 19.816 9.074
608 1262.052 21.96 3.288 -23.71 150 128 19.628 9.257
609 1264.056 22.025 3.288 -23.714 150 130 19.67 9.418
610 1266.06 22.016 3.288 -23.724 150 132 19.927 9.258
611 1268.062 22.024 3.288 -23.716 150 134 18.91 8.411
612 1270.066 21.991 3.288 -23.713 150 136 18.882 9.611
613 1272.069 22.136 3.288 -23.721 150 138 19.369 9.594
614 1274.073 22.023 3.288 -23.723 150 140 18.89 9.305
615 1276.076 21.9 3.289 -23.72 150 142 18.825 9.607
616 1278.082 22.072 3.288 -23.717 150 144 19.108 10.438
617 1280.083 22.035 3.288 -23.714 150 146 19.761 10.766
618 1282.086 22.073 3.289 -23.718 150 148 19.276 10.674
619 1284.089 22.015 3.288 -23.719 150 150 19.378 10.654
620 1286.092 22.04 3.289 -23.719 150 152 17.599 9.029
621 1288.096 21.968 3.289 -23.716 150 154 17.053 8.627
622 1290.099 21.96 3.288 -23.716 150 156 17.187 9.352
623 1292.104 22.059 3.288 -23.716 150 158 17.368 9.838
624 1294.106 21.966 3.289 -23.717 150 160 16.514 9.424
625 1296.108 22.012 3.288 -23.717 150 162 16.047 9.534
626 1298.111 22.099 3.289 -23.723 150 164 16.108 9.714
627 1300.114 22.043 3.289 -23.717 150 166 16.113 10.013
628 1302.117 21.91 3.289 -23.721 150 168 14.386 8.89
629 1304.122 22.012 3.288 -23.72 150 170 13.799 8.774
630 1306.126 22.06 3.289 -23.719 150 172 13.713 8.609
631 1308.126 22.01 3.288 -23.723 150 174 12.822 8.428
632 1310.129 21.948 3.289 -23.718 150 176 12.383 8.431
633 1312.132 21.965 3.289 -23.716 150 178 12.622 9.385
634 1314.135 21.98 3.288 -23.722 150 180 12.659 9.102
635 1316.137 22.112 3.288 -23.719 150 178 12.501 8.827
636 1318.141 21.979 3.289 -23.714 150 176 12.822 8.937
637 1320.144 22.047 3.288 -23.72 150 174 13.329 8.918
638 1322.145 22.004 3.289 -23.717 150 172 13.39 8.654
639 1324.149 22.057 3.289 -23.716 150 170 14.324 9.286
640 1326.151 21.912 3.288 -23.723 150 168 15.146 9.052
641 1328.153 21.992 3.289 -23.718 150 166 14.196 8.557
642 1330.157 22.011 3.289 -23.72 150 164 14.975 8.839
643 1332.158 21.91 3.288 -23.717 150 162 15.478 9.043
644 1334.163 21.954 3.289 -23.721 150 160 15.846 9.241
645 1336.164 21.968 3.288 -23.719 150 158 16.52 9.139
646 1338.167 21.975 3.288 -23.721 150 156 16.988 9.132
647 1340.17 21.945 3.289 -23.716 150 154 17.375 8.92
648 1342.172 21.991 3.288 -23.721 150 152 17.377 8.893
649 1344.174 22 3.289 -23.716 150 150 16.048 7.699
650 1346.176 22.088 3.289 -23.719 150 148 16.842 8.093
651 1348.179 21.994 3.288 -23.717 150 146 18.031 9.263
652 1350.18 21.998 3.289 -23.721 150 144 18.228 9.454
653 1352.182 22.026 3.288 -23.719 150 142 18.095 8.436
654 1354.184 22.005 3.288 -23.715 150 140 17.927 8.625
655 1356.187 22.002 3.288 -23.718 150 138 17.931 8.259
656 1358.192 22.03 3.288 -23.716 150 136 19.014 9.151
657 1360.193 22.014 3.288 -23.715 150 134 19.054 8.871
658 1362.193 22.072 3.289 -23.719 150 132 18.831 8.052
659 1364.197 22.019 3.288 -23.716 150 130 18.469 8.318
660 1366.199 22.058 3.288 -23.716 150 128 19.131 8.636
661 1368.2 21.969 3.288 -23.714 150 126 18.836 8.346
662 1370.203 22.031 3.289 -23.718 150 124 19.227 8.978
663 1372.204 22.023 3.288 -23.711 150 122 19.592 8.658
664 1374.206 22.019 3.288 -23.719 150 120 19.752 8.608
665 1376.208 22.063 3.289 -23.719 150 118 19.587 8.292
666 1378.21 21.973 3.289 -23.71 150 116 19.265 8.606
667 1380.212 22.004 3.288 -23.721 150 114 19.761 8.28
668 1382.216 21.969 3.289 -23.719 150 112 19.454 7.985
669 1384.216 22.038 3.288 -23.712 150 110 19.767 8.207
670 1386.218 21.999 3.289 -23.721 150 108 19.631 8.136
671 1388.219 21.987 3.288 -23.721 150 106 19.46 7.775
672 1390.221 21.953 3.289 -23.717 150 104 18.96 8.04
673 1392.223 21.952 3.289 -23.716 150 102 20.072 8.387
674 1394.225 22.019 3.288 -23.719 150 100 20.048 8.157
675 1396.226 22.05 3.288 -23.714 150 98 19.787 7.735
676 1398.228 22.031 3.288 -23.717 150 96 19.382 7.243
677 1400.23 22.04 3.288 -23.717 150 94 19.457 8.043
678 1402.231 21.977 3.289 -23.719 150 92 20.728 8.717
679 1404.232 22.04 3.288 -23.72 150 90 20.238 8.163
680 1406.235 22.012 3.288 -23.716 150 88 19.739 7.759
681 1408.235 21.969 3.289 -23.717 150 86 19.911 7.589
682 1410.24 21.987 3.288 -23.717 150 84 19.592 8.086
683 1412.24 22.025 3.288 -23.722 150 82 20.225 8.66
684 1414.24 21.968 3.289 -23.716 150 80 20.548 8.589
685 1416.242 22.089 3.288 -23.72 150 78 19.858 7.499
686 1418.243 21.956 3.288 -23.722 150 76 19.062 7.442
687 1420.244 21.905 3.288 -23.722 150 74 19.543 8.025
688 1422.246 21.988 3.288 -23.718 150 72 20.502 8.673
689 1424.247 22.047 3.288 -23.716 150 70 19.948 8.038
690 1426.249 21.976 3.289 -23.718 150 68 19.287 7.636
691 1428.25 22.006 3.288 -23.718 150 66 18.977 8.822
692 1430.25 21.941 3.289 -23.722 150 64 19.741 8.269
693 1432.252 22.087 3.289 -23.714 150 62 19.323 7.702
694 1434.253 22.048 3.289 -23.716 150 60 18.987 7.6
695 1436.254 22.035 3.288 -23.716 150 58 18.59 7.948
696 1438.255 21.96 3.289 -23.717 150 56 19.319 8.403
697 1440.256 21.989 3.288 -23.719 150 54 19.065 7.776
698 1442.257 22.122 3.289 -23.72 150 52 18.565 7.448
699 1444.258 21.933 3.288 -23.718 150 50 18.746 8.102
700 1446.259 21.99 3.288 -23.716 150 48 18.762 7.951
701 1448.26 21.944 3.288 -23.719 150 46 17.794 7.485
702 1450.261 22.04 3.289 -23.717 150 44 17.113 6.656
703 1452.262 21.991 3.288 -23.715 150 42 16.727 6.444
704 1454.263 21.953 3.288 -23.716 150 40 16.472 6.48
705 1456.263 21.97 3.289 -23.714 150 38 16.562 6.792
706 1458.266 21.982 3.288 -23.717 150 36 16.142 6.52
707 1460.266 22.069 3.289 -23.719 150 34 15.557 7.67
708 1462.267 22.015 3.288 -23.716 150 32 17.027 7.935
709 1464.267 22.039 3.288 -23.713 150 30 16.526 7.532
710 1466.267 22.004 3.288 -23.719 150 28 15.841 7.093
711 1468.268 22 3.288 -23.718 150 26 15.362 7.044
712 1470.269 22.025 3.288 -23.719 150 24 15.003 6.695
713 1472.269 21.974 3.289 -23.72 150 22 14.466 6.708
714 1474.27 22.041 3.289 -23.718 150 20 15.067 7.303
715 1476.271 21.938 3.288 -23.723 150 18 14.291 7.185
716 1478.271 21.986 3.289 -23.72 150 16 13.661 7.216
717 1480.272 22.038 3.289 -23.723 150 14 13.738 7.332
718 1482.272 21.99 3.288 -23.721 150 12 13.494 7.654
719 1484.272 21.989 3.289 -23.717 150 10 13.589 7.652
720 1486.273 21.981 3.288 -23.717 150 8 13.059 7.246
721 1488.273 22.069 3.288 -23.716 150 6 12.393 7.18
722 1490.274 22.051 3.289 -23.714 150 4 12.095 7.401
723 1492.274 21.957 3.289 -23.72 150 2 11.699 7.636
724 1494.274 22.108 3.288 -23.721 150 0 11.769 7.89
725 1506.069 22.048 3.288 -23.709 180 0 10.117 6.428
726 1508.076 22.139 3.289 -23.72 180 2 10.002 6.169
727 1510.081 22.015 3.289 -23.717 180 4 10.463 6.164
728 1512.084 21.994 3.289 -23.72 180 6 10.886 6.234
729 1514.09 21.893 3.288 -23.722 180 8 11.16 6.073
730 1516.094 21.919 3.288 -23.717 180 10 11.57 6.13
731 1518.101 22.044 3.288 -23.717 180 12 11.821 6.099
732 1520.106 21.819 3.289 -23.718 180 14 12.213 6.019
733 1522.115 22.064 3.288 -23.716 180 16 12.502 6.13
734 1524.115 21.981 3.289 -23.716 180 18 12.855 5.955
735 1526.122 22.047 3.288 -23.723 180 20 12.959 5.943
736 1528.127 21.966 3.288 -23.719 180 22 13.555 5.827
737 1530.129 21.973 3.289 -23.718 180 24 13.734 5.806
738 1532.137 21.992 3.289 -23.718 180 26 15.955 10.443
739 1534.138 21.96 3.289 -23.718 180 28 18.799 10.598
740 1536.146 22.01 3.289 -23.718 180 30 19.435 10.617
741 1538.151 22.044 3.288 -23.719 180 32 19.431 10.358
742 1540.158 21.956 3.288 -23.718 180 34 19.486 10.518
743 1542.161 21.999 3.288 -23.717 180 36 19.56 10.355
744 1544.166 21.973 3.289 -23.717 180 38 19.758 10.31
745 1546.172 22.011 3.288 -23.721 180 40 20.015 10.43
746 1548.175 21.997 3.288 -23.716 180 42 20.191 10.329
747 1550.179 22.045 3.289 -23.724 180 44 20.274 10.261
748 1552.184 22.14 3.288 -23.713 180 46 20.387 10.139
749 1554.19 22.062 3.288 -23.715 180 48 20.349 10.067
750 1556.192 22.132 3.288 -23.718 180 50 20.452 9.992
751 1558.195 21.988 3.288 -23.714 180 52 20.568 9.941
752 1560.204 21.937 3.288 -23.725 180 54 20.749 9.874
753 1562.208 21.997 3.288 -23.716 180 56 20.944 10.028
754 1564.212 21.911 3.289 -23.716 180 58 21.036 10.046
755 1566.217 22.029 3.288 -23.714 180 60 21.574 10.574
756 1568.218 21.998 3.288 -23.715 180 62 21.824 10.654
757 1570.223 22.019 3.288 -23.72 180 64 22.212 10.97
758 1572.228 22.032 3.289 -23.714 180 66 22.468 11.161
759 1574.233 21.984 3.288 -23.722 180 68 22.417 10.894
760 1576.238 22.025 3.288 -23.716 180 70 22.153 10.988
761 1578.243 22.009 3.288 -23.717 180 72 22.345 10.64
762 1580.247 22.043 3.288 -23.716 180 74 22.024 9.868
763 1582.25 22.032 3.288 -23.72 180 76 21.474 9.658
764 1584.256 22.008 3.288 -23.714 180 78 21.816 9.893
765 1586.257 22.011 3.288 -23.716 180 80 21.903 9.689
766 1588.264 22.084 3.288 -23.719 180 82 21.818 10.066
767 1590.268 22.029 3.288 -23.715 180 84 21.643 9.532
768 1592.27 22.027 3.288 -23.715 180 86 21.221 8.971
769 1594.275 22.067 3.289 -23.717 180 88 20.479 8.547
770 1596.278 22.019 3.288 -23.717 180 90 20.603 8.767
771 1598.286 22.08 3.288 -23.713 180 92 21.065 9.307
772 1600.286 21.996 3.289 -23.718 180 94 21.227 9.5
773 1602.292 22.053 3.288 -23.714 180 96 21.561 10.471
774 1604.295 22.069 3.288 -23.716 180 98 22.487 10.922
775 1606.301 22.006 3.288 -23.714 180 100 22.583 10.555
776 1608.304 22.027 3.288 -23.722 180 102 22.039 10.349
777 1610.309 21.985 3.288 -23.72 180 104 22.261 10.493
778 1612.311 22.034 3.288 -23.716 180 106 22.127 10.488
779 1614.314 22.098 3.289 -23.715 180 108 22.283 10.984
780 1616.318 22.044 3.288 -23.72 180 110 22.024 10.32
781 1618.322 22.106 3.288 -23.719 180 112 21.557 9.921
782 1620.329 22.076 3.289 -23.715 180 114 21.167 10.03
783 1622.331 22.035 3.288 -23.716 180 116 21.502 10.331
784 1624.333 22.006 3.288 -23.715 180 118 21.291 10.043
785 1626.338 21.957 3.288 -23.718 180 120 21.125 9.77
786 1628.34 22.039 3.288 -23.721 180 122 20.28 9.422
787 1630.345 21.998 3.288 -23.715 180 124 20.337 9.572
788 1632.347 22.04 3.288 -23.719 180 126 20.817 10.836
789 1634.351 22.045 3.288 -23.718 180 128 21.543 11.056
790 1636.354 22.065 3.288 -23.717 180 130 20.982 10.332
791 1638.359 22.006 3.288 -23.721 180 132 20.358 10.261
792 1640.363 22.092 3.288 -23.722 180 134 19.78 9.692
793 1642.366 22.069 3.288 -23.716 180 136 19.082 9.227
794 1644.372 21.988 3.288 -23.716 180 138 18.767 8.894
795 1646.372 21.979 3.288 -23.718 180 140 18.411 8.8
796 1648.376 22.098 3.289 -23.72 180 142 17.858 8.395
797 1650.378 22.035 3.288 -23.717 180 144 17.47 8.404
798 1652.383 22.089 3.289 -23.716 180 146 17.489 8.452
799 1654.386 21.971 3.288 -23.716 180 148 17.07 8.149
800 1656.389 22.022 3.289 -23.713 180 150 16.699 8.114
801 1658.39 21.889 3.288 -23.716 180 152 16.459 7.945
802 1660.394 22.088 3.289 -23.72 180 154 15.918 7.672
803 1662.397 22.073 3.288 -23.717 180 156 15.658 7.576
804 1664.4 21.952 3.288 -23.72 180 158 16.753 9.272
805 1666.404 22.054 3.288 -23.719 180 160 15.982 8.691
806 1668.408 22.023 3.288 -23.72 180 162 14.921 8.166
807 1670.41 22.025 3.289 -23.72 180 164 14.271 7.856
808 1672.416 22.035 3.289 -23.717 180 166 13.682 7.667
809 1674.416 22.052 3.289 -23.716 180 168 13.11 7.57
810 1676.418 22.013 3.289 -23.712 180 170 12.809 7.625
811 1678.422 22.029 3.289 -23.718 180 172 12.296 7.357
812 1680.425 22.094 3.289 -23.717 180 174 11.797 7.321
813 1682.428 22.004 3.288 -23.72 180 176 11.421 7.411
814 1684.431 21.964 3.289 -23.717 180 178 11.172 7.376
815 1686.433 22.066 3.288 -23.722 180 180 11.021 7.262
816 1688.438 22.078 3.289 -23.721 180 178 11.721 8.74
817 1690.438 21.99 3.289 -23.717 180 176 13.455 9.538
818 1692.442 22.02 3.288 -23.723 180 174 14.021 9.795
819 1694.443 22.073 3.289 -23.719 180 172 14.604 9.596
820 1696.448 21.998 3.288 -23.718 180 170 14.324 9.031
821 1698.45 22.016 3.289 -23.716 180 168 14.425 9.383
822 1700.451 22.019 3.288 -23.721 180 166 15.415 9.138
823 1702.455 22.017 3.288 -23.719 180 164 15.252 8.972
824 1704.457 22.086 3.289 -23.718 180 162 15.514 8.992
825 1706.46 21.994 3.288 -23.718 180 160 15.972 8.953
826 1708.462 21.998 3.288 -23.717 180 158 16.312 8.738
827 1710.463 22.078 3.289 -23.72 180 156 16.861 8.896
828 1712.467 22.039 3.288 -23.717 180 154 17.298 8.83
829 1714.47 22.087 3.288 -23.721 180 152 17.253 8.645
830 1716.472 22.046 3.289 -23.715 180 150 17.598 9.045
831 1718.474 22.115 3.289 -23.717 180 148 17.803 8.82
832 1720.477 22.107 3.288 -23.715 180 146 17.798 8.958
833 1722.478 21.952 3.288 -23.713 180 144 18.033 8.761
834 1724.483 22.042 3.288 -23.719 180 142 18.067 8.911
835 1726.484 22.047 3.289 -23.72 180 140 18.311 8.776
836 1728.485 22.032 3.289 -23.719 180 138 18.755 9.155
837 1730.488 22.028 3.288 -23.716 180 136 19.087 9.229
838 1732.489 21.977 3.288 -23.716 180 134 19.26 9.116
839 1734.492 22.043 3.288 -23.72 180 132 19.032 9.07
840 1736.494 22.037 3.288 -23.715 180 130 19.588 9.221
841 1738.496 21.98 3.289 -23.718 180 128 19.568 9.021
842 1740.498 21.969 3.288 -23.718 180 126 21.703 11.092
843 1742.499 22.105 3.288 -23.712 180 124 21.388 10.363
844 1744.502 22.073 3.288 -23.715 180 122 21.202 10.199
845 1746.506 22.031 3.288 -23.718 180 120 20.789 9.789
846 1748.506 21.94 3.289 -23.717 180 118 20.761 9.6
847 1750.507 22.08 3.289 -23.717 180 116 20.912 9.536
848 1752.509 22.019 3.288 -23.72 180 114 21.002 9.73
849 1754.511 22.061 3.288 -23.716 180 112 21.174 9.722
850 1756.514 22.039 3.288 -23.714 180 110 21.009 9.349
851 1758.514 22.066 3.289 -23.716 180 108 20.987 9.5
852 1760.517 22.046 3.288 -23.719 180 106 21.011 9.484
853 1762.518 22.016 3.289 -23.719 180 104 21.234 9.653
854 1764.52 22.066 3.288 -23.714 180 102 21.571 9.936
855 1766.521 22.056 3.289 -23.716 180 100 21.545 9.788
856 1768.524 22.094 3.288 -23.714 180 98 21.463 9.691
857 1770.525 22.002 3.289 -23.717 180 96 21.378 9.356
858 1772.529 22.1 3.289 -23.722 180 94 21.191 9.285
859 1774.53 22.031 3.288 -23.718 180 92 20.988 9.053
860 1776.53 22.007 3.288 -23.719 180 90 20.847 8.785
861 1778.531 22.082 3.288 -23.719 180 88 20.462 8.427
862 1780.532 22.018 3.289 -23.715 180 86 20.166 8.261
863 1782.535 22.032 3.289 -23.72 180 84 19.907 7.899
864 1784.536 22.012 3.288 -23.72 180 82 19.777 7.755
865 1786.537 21.977 3.288 -23.719 180 80 19.656 7.816
866 1788.538 22.074 3.288 -23.721 180 78 19.739 7.777
867 1790.54 21.939 3.288 -23.716 180 76 19.616 7.76
