Date      - 2021-09-28T11:25:09
Vref      = 3.318 V
Us(+5V)   = 4.911 V
Temp_SiPM = 22.369 C
Temp_CPU  = 31.888 C
U_LED_on  = 2.85 V
+U_SiPM   = 3.289 V
-U_SiPM   = -23.714 V
U_SiPM    = 27.003 V
I_SiPM    = 0.646 uA
>No. t[s] T[C] U+_SiPM[V] U-_SiPM[V] Vert.angl[grad]. Hor.angl[grad] I_SiPM[uA] I0_SiPM[uA] 
>840 1736.634 21.909 3.289 -23.719 170 130 0.718 0.658
>841 1738.637 21.871 3.288 -23.717 170 128 0.725 0.622
>842 1740.639 21.824 3.288 -23.728 170 126 0.647 0.652
>843 1742.641 21.77 3.289 -23.722 170 124 0.745 0.561
>844 1744.644 21.823 3.289 -23.72 170 122 0.78 0.594
>845 1746.646 21.853 3.289 -23.723 170 120 0.792 0.662
>846 1748.648 21.879 3.289 -23.72 170 118 0.801 0.621
>847 1750.65 21.848 3.289 -23.726 170 116 0.85 0.573
>848 1752.653 21.874 3.289 -23.721 170 114 0.889 0.622
>849 1754.654 21.88 3.289 -23.723 170 112 1.112 0.65
>850 1756.655 21.902 3.289 -23.723 170 110 3.894 0.663
>851 1758.657 21.83 3.289 -23.719 170 108 11.849 0.579
>852 1760.66 21.807 3.288 -23.719 170 106 22.697 0.589
>853 1762.661 21.84 3.288 -23.713 170 104 48.203 0.633
>854 1764.663 21.802 3.288 -23.717 170 102 64.852 0.597
>855 1766.665 21.897 3.287 -23.718 170 100 71.72 0.67
>856 1768.666 21.845 3.288 -23.712 170 98 75.734 0.667
>857 1770.669 21.839 3.287 -23.712 170 96 77.324 0.596
>858 1772.67 21.844 3.287 -23.712 170 94 77.635 0.642
>859 1774.671 21.914 3.287 -23.711 170 92 76.945 0.571
>860 1776.673 21.853 3.288 -23.713 170 90 76.47 0.627
>861 1778.676 21.905 3.288 -23.715 170 88 77.175 0.612
>862 1780.678 21.75 3.287 -23.713 170 86 78.156 0.643
>863 1782.678 21.809 3.287 -23.717 170 84 77.945 0.652
>864 1784.68 21.853 3.287 -23.71 170 82 76.5 0.55
>865 1786.683 21.792 3.288 -23.706 170 80 70.767 0.617
>866 1788.684 21.839 3.288 -23.715 170 78 63.366 0.66
>867 1790.685 21.884 3.288 -23.714 170 76 44.868 0.581
>868 1792.687 21.815 3.288 -23.72 170 74 16.903 0.606
>869 1794.688 21.864 3.289 -23.723 170 72 4.979 0.613
>870 1796.689 21.869 3.289 -23.721 170 70 1.397 0.556
>871 1798.691 21.907 3.289 -23.722 170 68 1.004 0.613
>872 1800.693 21.878 3.289 -23.723 170 66 0.983 0.594
>873 1802.693 21.947 3.289 -23.723 170 64 0.951 0.623
>874 1804.695 21.86 3.289 -23.721 170 62 0.805 0.686
>875 1806.696 21.872 3.288 -23.721 170 60 0.749 0.646
>876 1808.697 21.828 3.289 -23.721 170 58 0.781 0.622
>877 1810.701 21.871 3.289 -23.719 170 56 0.777 0.558
>878 1812.701 21.81 3.289 -23.723 170 54 0.723 0.637
>879 1814.701 21.883 3.289 -23.722 170 52 0.695 0.616
>880 1816.702 21.85 3.289 -23.72 170 50 0.64 0.634
>881 1818.703 21.873 3.289 -23.721 170 48 0.662 0.655
>882 1820.704 21.808 3.288 -23.719 170 46 0.692 0.64
>883 1822.705 21.822 3.289 -23.719 170 44 0.679 0.657
>884 1824.707 21.822 3.288 -23.717 170 42 0.692 0.615
>885 1826.707 21.826 3.289 -23.723 170 40 0.643 0.639
>886 1828.708 21.923 3.289 -23.728 170 38 0.64 0.642
>887 1830.709 21.846 3.289 -23.721 170 36 0.675 0.612
>888 1832.71 21.833 3.288 -23.717 170 34 0.627 0.609
>889 1834.711 21.885 3.289 -23.725 170 32 0.61 0.612
>890 1836.712 21.865 3.288 -23.72 170 30 0.646 0.65
>891 1838.713 21.859 3.289 -23.72 170 28 0.648 0.541
>892 1840.714 21.904 3.289 -23.719 170 26 0.616 0.65
>893 1842.715 21.817 3.289 -23.724 170 24 0.568 0.642
>894 1844.715 21.959 3.289 -23.723 170 22 0.612 0.626
>895 1846.716 21.838 3.289 -23.729 170 20 0.614 0.622
>896 1848.717 21.861 3.289 -23.718 170 18 0.649 0.65
>897 1850.717 21.839 3.288 -23.722 170 16 0.561 0.644
>898 1852.718 21.844 3.289 -23.723 170 14 0.61 0.616
>899 1854.719 21.755 3.288 -23.723 170 12 0.649 0.634
>900 1856.719 21.845 3.289 -23.724 170 10 0.628 0.614
>901 1858.719 21.823 3.289 -23.721 170 8 0.639 0.653
>902 1860.72 21.889 3.289 -23.725 170 6 0.599 0.634
>903 1862.721 21.855 3.289 -23.72 170 4 0.598 0.56
>904 1864.721 21.861 3.289 -23.724 170 2 0.621 0.623
>905 1866.722 21.856 3.289 -23.722 170 0 0.638 0.603
>[JNo. t[s] T[C] U+_SiPM[V] U-_SiPM[V] Vert.angl[grad]. Hor.angl[grad] I_SiPM[uA] I0_SiPM[uA] 
>906 1878.492 21.943 3.289 -23.716 180 0 0.65 0.642
>907 1880.498 21.873 3.288 -23.722 180 2 0.647 0.628
>908 1882.502 21.924 3.289 -23.722 180 4 0.666 0.594
>909 1884.505 21.814 3.289 -23.726 180 6 0.643 0.62
>910 1886.511 21.822 3.289 -23.722 180 8 0.643 0.614
>911 1888.52 21.896 3.289 -23.72 180 10 0.643 0.625
>912 1890.523 21.852 3.289 -23.72 180 12 0.629 0.639
>913 1892.528 21.939 3.289 -23.722 180 14 0.603 0.622
>914 1894.532 21.877 3.289 -23.719 180 16 0.67 0.637
>915 1896.539 21.863 3.289 -23.722 180 18 0.631 0.607
>916 1898.543 21.801 3.289 -23.724 180 20 0.656 0.594
>917 1900.55 21.875 3.289 -23.722 180 22 0.657 0.663
>918 1902.555 21.853 3.289 -23.722 180 24 0.656 0.581
>919 1904.562 21.861 3.289 -23.723 180 26 0.693 0.609
>920 1906.567 21.83 3.289 -23.719 180 28 0.623 0.626
>921 1908.57 21.78 3.289 -23.718 180 30 0.642 0.649
>922 1910.574 21.906 3.289 -23.721 180 32 0.608 0.611
>923 1912.581 21.887 3.288 -23.725 180 34 0.626 0.626
>924 1914.586 21.891 3.289 -23.718 180 36 0.665 0.613
>925 1916.592 21.877 3.289 -23.723 180 38 0.67 0.653
>926 1918.596 21.881 3.289 -23.721 180 40 0.698 0.629
>927 1920.601 21.861 3.289 -23.721 180 42 0.657 0.625
>928 1922.603 21.827 3.289 -23.721 180 44 0.708 0.615
>929 1924.611 21.876 3.289 -23.721 180 46 0.684 0.598
>930 1926.617 21.888 3.289 -23.725 180 48 0.69 0.623
>931 1928.619 21.881 3.289 -23.723 180 50 0.679 0.619
>932 1930.622 21.875 3.289 -23.723 180 52 0.711 0.522
>933 1932.626 21.835 3.289 -23.724 180 54 0.713 0.647
>934 1934.632 21.877 3.289 -23.72 180 56 0.701 0.632
>935 1936.638 21.84 3.289 -23.727 180 58 0.707 0.697
>936 1938.641 21.911 3.289 -23.72 180 60 0.772 0.646
>937 1940.649 21.886 3.289 -23.722 180 62 0.833 0.596
>938 1942.653 21.878 3.289 -23.72 180 64 0.783 0.632
>939 1944.659 21.903 3.289 -23.725 180 66 0.895 0.642
>940 1946.66 21.83 3.288 -23.726 180 68 1.077 0.669
>941 1948.665 21.893 3.289 -23.72 180 70 1.108 0.652
>942 1950.67 21.923 3.288 -23.723 180 72 2.6 0.615
>943 1952.672 21.847 3.288 -23.722 180 74 9.912 0.635
>944 1954.677 21.902 3.288 -23.717 180 76 32.841 0.676
>945 1956.682 21.897 3.288 -23.712 180 78 58.592 0.672
>946 1958.687 21.924 3.287 -23.714 180 80 71.662 0.698
>947 1960.691 21.831 3.287 -23.713 180 82 73.608 0.594
>948 1962.695 21.953 3.287 -23.718 180 84 76.791 0.644
>949 1964.698 21.881 3.288 -23.716 180 86 77.754 0.674
>950 1966.705 21.876 3.287 -23.714 180 88 77.481 0.651
>951 1968.706 21.886 3.287 -23.721 180 90 76.731 0.595
>952 1970.711 21.838 3.288 -23.713 180 92 76.812 0.624
>953 1972.714 21.839 3.287 -23.712 180 94 77.484 0.624
>954 1974.72 21.818 3.288 -23.715 180 96 77.78 0.683
>955 1976.725 21.881 3.288 -23.712 180 98 75.959 0.656
>956 1978.729 21.897 3.287 -23.715 180 100 73.436 0.577
>957 1980.734 21.855 3.287 -23.716 180 102 68.684 0.64
>958 1982.735 21.846 3.288 -23.714 180 104 52.933 0.635
>959 1984.741 21.846 3.289 -23.721 180 106 23.586 0.636
>960 1986.745 21.904 3.289 -23.725 180 108 12.387 0.575
>961 1988.747 21.865 3.289 -23.72 180 110 5.003 0.597
>962 1990.754 21.892 3.288 -23.72 180 112 1.224 0.636
>963 1992.755 21.769 3.289 -23.723 180 114 1.013 0.612
>964 1994.761 21.749 3.288 -23.722 180 116 0.958 0.622
>965 1996.766 21.826 3.289 -23.722 180 118 0.87 0.592
>966 1998.767 21.835 3.289 -23.722 180 120 0.819 0.611
>967 2000.772 21.86 3.289 -23.719 180 122 0.696 0.628
>968 2002.774 21.899 3.289 -23.725 180 124 0.745 0.559
>969 2004.78 21.854 3.289 -23.718 180 126 0.689 0.603
>970 2006.782 21.854 3.289 -23.721 180 128 0.689 0.598
>971 2008.785 21.795 3.289 -23.721 180 130 0.698 0.615
>972 2010.79 21.905 3.289 -23.719 180 132 0.664 0.644
>973 2012.793 21.893 3.289 -23.723 180 134 0.713 0.643
>974 2014.797 21.856 3.289 -23.721 180 136 0.62 0.631
>975 2016.802 21.851 3.289 -23.724 180 138 0.652 0.577
>976 2018.805 21.789 3.289 -23.725 180 140 0.585 0.601
>977 2020.81 21.911 3.288 -23.723 180 142 0.663 0.621
>978 2022.811 21.881 3.288 -23.722 180 144 0.589 0.605
>979 2024.814 21.921 3.288 -23.723 180 146 0.61 0.609
>980 2026.818 21.903 3.289 -23.722 180 148 0.663 0.623
>981 2028.821 21.876 3.289 -23.719 180 150 0.641 0.633
>982 2030.825 21.927 3.289 -23.722 180 152 0.634 0.597
>983 2032.827 21.819 3.289 -23.723 180 154 0.669 0.62
>984 2034.831 21.893 3.289 -23.721 180 156 0.63 0.629
>985 2036.835 21.864 3.289 -23.72 180 158 0.624 0.638
>986 2038.838 21.768 3.289 -23.722 180 160 0.645 0.659
>987 2040.839 21.872 3.289 -23.725 180 162 0.641 0.603
>988 2042.843 21.871 3.289 -23.72 180 164 0.601 0.614
>989 2044.846 21.854 3.289 -23.724 180 166 0.648 0.637
>990 2046.849 21.81 3.289 -23.722 180 168 0.63 0.61
>991 2048.854 21.864 3.289 -23.726 180 170 0.646 0.649
>992 2050.855 21.861 3.289 -23.719 180 172 0.641 0.621
>993 2052.858 21.884 3.289 -23.728 180 174 0.612 0.619
>994 2054.861 21.804 3.289 -23.725 180 176 0.636 0.634
>995 2056.863 21.857 3.289 -23.721 180 178 0.61 0.634
>996 2058.869 21.883 3.289 -23.719 180 180 0.636 0.651
>997 2060.87 21.908 3.289 -23.72 180 178 0.64 0.638
>998 2062.875 21.925 3.289 -23.724 180 176 0.606 0.627
>999 2064.876 21.804 3.289 -23.718 180 174 0.601 0.619
>1000 2066.879 21.888 3.289 -23.718 180 172 0.609 0.63
>1001 2068.882 21.843 3.289 -23.724 180 170 0.614 0.637
>1002 2070.886 21.838 3.289 -23.718 180 168 0.61 0.633
>1003 2072.889 21.851 3.289 -23.723 180 166 0.629 0.624
>1004 2074.89 21.905 3.289 -23.719 180 164 0.633 0.63
>1005 2076.892 21.808 3.289 -23.718 180 162 0.642 0.632
>1006 2078.897 21.842 3.289 -23.72 180 160 0.616 0.608
>1007 2080.898 21.856 3.289 -23.727 180 158 0.595 0.631
>1008 2082.9 21.872 3.289 -23.72 180 156 0.625 0.616
>1009 2084.903 21.822 3.289 -23.716 180 154 0.663 0.596
>1010 2086.906 21.858 3.289 -23.723 180 152 0.615 0.626
>1011 2088.909 21.832 3.289 -23.722 180 150 0.641 0.607
>1012 2090.911 21.874 3.289 -23.724 180 148 0.599 0.628
>1013 2092.913 21.793 3.288 -23.722 180 146 0.638 0.622
>1014 2094.915 21.822 3.289 -23.722 180 144 0.547 0.639
>1015 2096.92 21.926 3.289 -23.72 180 142 0.621 0.624
>1016 2098.92 21.851 3.289 -23.727 180 140 0.613 0.632
>1017 2100.923 21.854 3.289 -23.722 180 138 0.628 0.621
>1018 2102.924 21.782 3.289 -23.723 180 136 0.647 0.603
>1019 2104.927 21.872 3.288 -23.72 180 134 0.69 0.621
>1020 2106.929 21.854 3.289 -23.722 180 132 0.658 0.612
>1021 2108.933 21.852 3.289 -23.719 180 130 0.721 0.651
>1022 2110.934 21.805 3.288 -23.723 180 128 0.714 0.602
>1023 2112.936 21.839 3.289 -23.721 180 126 0.662 0.628
>1024 2114.939 21.887 3.289 -23.721 180 124 0.722 0.648
>1025 2116.943 21.828 3.289 -23.724 180 122 0.754 0.648
>1026 2118.943 21.825 3.288 -23.724 180 120 0.728 0.63
>1027 2120.945 21.809 3.288 -23.724 180 118 0.856 0.595
>1028 2122.948 21.798 3.289 -23.723 180 116 0.913 0.634
>1029 2124.949 21.846 3.289 -23.718 180 114 0.947 0.628
>1030 2126.95 21.811 3.288 -23.724 180 112 1.097 0.632
>1031 2128.952 21.843 3.289 -23.722 180 110 3.434 0.619
>1032 2130.954 21.916 3.289 -23.721 180 108 10.626 0.66
>1033 2132.956 21.882 3.288 -23.72 180 106 19.795 0.588
>1034 2134.958 21.891 3.288 -23.716 180 104 49.486 0.652
>1035 2136.96 21.863 3.288 -23.713 180 102 66.761 0.602
>1036 2138.963 21.886 3.287 -23.713 180 100 72.634 0.623
>1037 2140.966 21.847 3.288 -23.71 180 98 75.555 0.615
>1038 2142.966 21.823 3.288 -23.71 180 96 77.276 0.657
>1039 2144.967 21.882 3.287 -23.713 180 94 77.807 0.607
>1040 2146.969 21.839 3.287 -23.709 180 92 76.875 0.662
>1041 2148.97 21.776 3.288 -23.716 180 90 76.62 0.628
>1042 2150.972 21.881 3.287 -23.716 180 88 77.203 0.677
>1043 2152.974 21.792 3.287 -23.717 180 86 77.745 0.646
>1044 2154.975 21.781 3.287 -23.713 180 84 77.137 0.652
>1045 2156.978 21.874 3.287 -23.712 180 82 75.558 0.644
>1046 2158.979 21.842 3.288 -23.721 180 80 71.978 0.639
>1047 2160.98 21.862 3.288 -23.716 180 78 65.065 0.652
>1048 2162.982 21.781 3.288 -23.721 180 76 43.791 0.539
>1049 2164.983 21.853 3.289 -23.722 180 74 13.389 0.555
>1050 2166.985 21.793 3.289 -23.721 180 72 4.627 0.616
>1051 2168.986 21.793 3.289 -23.723 180 70 1.297 0.626
>1052 2170.99 21.884 3.289 -23.724 180 68 1.043 0.609
>1053 2172.99 21.857 3.289 -23.722 180 66 0.904 0.596
>1054 2174.991 21.867 3.289 -23.723 180 64 0.918 0.586
>1055 2176.992 21.791 3.289 -23.728 180 62 0.815 0.588
>1056 2178.992 21.865 3.289 -23.724 180 60 0.755 0.582
>1057 2180.994 21.86 3.289 -23.718 180 58 0.711 0.609
>1058 2182.995 21.808 3.289 -23.721 180 56 0.74 0.612
>1059 2184.997 21.881 3.288 -23.724 180 54 0.736 0.643
>1060 2186.998 21.818 3.289 -23.723 180 52 0.725 0.622
>1061 2188.998 21.845 3.289 -23.717 180 50 0.649 0.634
>1062 2190.999 21.842 3.288 -23.726 180 48 0.694 0.617
>1063 2193 21.798 3.289 -23.721 180 46 0.644 0.66
>1064 2195.001 21.89 3.289 -23.722 180 44 0.668 0.541
>1065 2197.003 21.793 3.288 -23.722 180 42 0.694 0.661
>1066 2199.003 21.866 3.289 -23.721 180 40 0.671 0.592
>1067 2201.004 21.805 3.289 -23.724 180 38 0.604 0.631
>1068 2203.005 21.86 3.289 -23.719 180 36 0.684 0.59
>1069 2205.006 21.829 3.289 -23.725 180 34 0.666 0.634
>1070 2207.007 21.872 3.289 -23.727 180 32 0.67 0.631
>1071 2209.008 21.815 3.288 -23.723 180 30 0.674 0.606
>1072 2211.009 21.791 3.289 -23.724 180 28 0.607 0.644
>1073 2213.01 21.796 3.289 -23.726 180 26 0.582 0.61
>1074 2215.01 21.804 3.289 -23.719 180 24 0.644 0.662
>1075 2217.011 21.836 3.289 -23.725 180 22 0.637 0.613
>1076 2219.012 21.844 3.289 -23.722 180 20 0.612 0.623
>1077 2221.013 21.839 3.288 -23.723 180 18 0.611 0.622
>1078 2223.013 21.886 3.289 -23.719 180 16 0.636 0.65
>1079 2225.014 21.835 3.289 -23.721 180 14 0.646 0.639
>1080 2227.014 21.891 3.289 -23.73 180 12 0.631 0.606
>1081 2229.015 21.811 3.289 -23.719 180 10 0.635 0.645
>1082 2231.015 21.889 3.289 -23.721 180 8 0.636 0.637
>1083 2233.018 21.848 3.289 -23.727 180 6 0.622 0.622
>1084 2235.019 21.853 3.288 -23.717 180 4 0.631 0.633
>1085 2237.019 21.889 3.289 -23.721 180 2 0.621 0.638
>1086 2239.019 21.858 3.289 -23.722 180 0 0.616 0.614
>[JNo. t[s] T[C] U+_SiPM[V] U-_SiPM[V] Vert.angl[grad]. Hor.angl[grad] I_SiPM[uA] I0_SiPM[uA] 
>1087 2250.793 21.886 3.289 -23.721 160 0 0.63 0.642
>1088 2252.797 21.931 3.288 -23.723 160 2 0.629 0.563
>1089 2254.805 21.856 3.288 -23.723 160 4 0.643 0.622
>1090 2256.806 21.819 3.289 -23.724 160 6 0.599 0.597
>1091 2258.815 21.822 3.288 -23.719 160 8 0.668 0.634
>1092 2260.818 21.908 3.289 -23.72 160 10 0.613 0.627
>1093 2262.823 21.85 3.288 -23.717 160 12 0.605 0.566
>1094 2264.831 21.822 3.289 -23.721 160 14 0.642 0.615
>1095 2266.833 21.824 3.289 -23.722 160 16 0.633 0.65
>1096 2268.843 21.858 3.289 -23.723 160 18 0.659 0.645
>1097 2270.845 21.863 3.289 -23.73 160 20 0.672 0.631
>1098 2272.85 21.797 3.289 -23.724 160 22 0.638 0.614
>1099 2274.857 21.89 3.289 -23.719 160 24 0.641 0.628
>1100 2276.864 21.806 3.289 -23.716 160 26 0.674 0.609
>1101 2278.867 21.892 3.289 -23.723 160 28 0.667 0.651
>1102 2280.871 21.833 3.289 -23.721 160 30 0.626 0.656
>1103 2282.874 21.839 3.289 -23.722 160 32 0.649 0.549
>1104 2284.882 21.866 3.289 -23.717 160 34 0.646 0.599
>1105 2286.886 21.824 3.288 -23.728 160 36 0.684 0.646
>1106 2288.889 21.778 3.289 -23.721 160 38 0.672 0.614
>1107 2290.894 21.843 3.288 -23.722 160 40 0.655 0.558
>1108 2292.901 21.825 3.289 -23.721 160 42 0.651 0.675
>1109 2294.907 21.88 3.289 -23.719 160 44 0.576 0.646
>1110 2296.912 21.835 3.289 -23.723 160 46 0.688 0.66
>1111 2298.914 21.876 3.289 -23.726 160 48 0.668 0.674
>1112 2300.917 21.87 3.289 -23.721 160 50 0.755 0.647
>1113 2302.928 21.786 3.289 -23.722 160 52 0.729 0.558
>1114 2304.929 21.843 3.289 -23.72 160 54 0.649 0.616
>1115 2306.935 21.914 3.289 -23.724 160 56 0.777 0.652
>1116 2308.938 21.881 3.289 -23.72 160 58 0.707 0.607
>1117 2310.941 21.897 3.289 -23.723 160 60 0.696 0.631
>1118 2312.945 21.782 3.289 -23.722 160 62 0.799 0.655
>1119 2314.95 21.814 3.289 -23.722 160 64 0.896 0.648
>1120 2316.954 21.848 3.289 -23.723 160 66 0.962 0.586
>1121 2318.96 21.788 3.289 -23.725 160 68 1.028 0.641
>1122 2320.965 21.756 3.289 -23.723 160 70 1.292 0.663
>1123 2322.971 21.805 3.289 -23.725 160 72 4.085 0.636
>1124 2324.972 21.864 3.288 -23.722 160 74 13.487 0.679
>1125 2326.977 21.881 3.288 -23.717 160 76 40.562 0.601
>1126 2328.982 21.814 3.288 -23.715 160 78 58.047 0.654
>1127 2330.986 21.89 3.288 -23.716 160 80 68.302 0.633
>1128 2332.992 21.794 3.287 -23.715 160 82 75.057 0.622
>1129 2334.995 21.846 3.287 -23.709 160 84 78.509 0.666
>1130 2336.997 21.846 3.287 -23.717 160 86 78.516 0.593
>1131 2339.003 21.872 3.287 -23.716 160 88 77.631 0.612
>1132 2341.008 21.881 3.288 -23.711 160 90 76.797 0.652
>1133 2343.013 21.899 3.287 -23.717 160 92 76.853 0.697
>1134 2345.015 21.818 3.287 -23.715 160 94 77.383 0.564
>1135 2347.02 21.8 3.288 -23.714 160 96 77.278 0.646
>1136 2349.024 21.862 3.287 -23.714 160 98 76.404 0.65
>1137 2351.029 21.82 3.288 -23.716 160 100 73.6 0.635
>1138 2353.035 21.826 3.287 -23.717 160 102 66.38 0.65
>1139 2355.037 21.818 3.288 -23.719 160 104 57.005 0.657
>1140 2357.041 21.883 3.288 -23.723 160 106 32.73 0.631
>1141 2359.043 21.896 3.289 -23.729 160 108 16.285 0.638
>1142 2361.046 21.914 3.288 -23.721 160 110 4.835 0.643
>1143 2363.051 21.88 3.289 -23.724 160 112 1.093 0.63
>1144 2365.057 21.83 3.289 -23.724 160 114 0.925 0.658
>1145 2367.06 21.864 3.289 -23.723 160 116 0.869 0.628
>1146 2369.065 21.888 3.289 -23.719 160 118 0.714 0.623
>1147 2371.066 21.891 3.289 -23.721 160 120 0.793 0.632
>1148 2373.071 21.843 3.289 -23.721 160 122 0.754 0.559
>1149 2375.074 21.872 3.289 -23.728 160 124 0.693 0.635
>1150 2377.078 21.847 3.289 -23.718 160 126 0.682 0.616
>1151 2379.08 21.854 3.289 -23.723 160 128 0.728 0.64
>1152 2381.086 21.831 3.289 -23.726 160 130 0.71 0.628
>1153 2383.088 21.787 3.289 -23.723 160 132 0.718 0.631
>1154 2385.093 21.837 3.288 -23.717 160 134 0.683 0.667
>1155 2387.099 21.818 3.289 -23.726 160 136 0.651 0.611
>1156 2389.1 21.872 3.289 -23.72 160 138 0.7 0.63
>1157 2391.102 21.818 3.288 -23.725 160 140 0.629 0.623
>1158 2393.106 21.885 3.288 -23.724 160 142 0.656 0.58
>1159 2395.109 21.878 3.289 -23.724 160 144 0.639 0.608
>1160 2397.114 21.822 3.289 -23.722 160 146 0.629 0.598
>1161 2399.117 21.792 3.288 -23.726 160 148 0.646 0.627
>1162 2401.121 21.944 3.289 -23.722 160 150 0.62 0.621
>1163 2403.123 21.83 3.289 -23.717 160 152 0.61 0.653
>1164 2405.126 21.798 3.289 -23.723 160 154 0.659 0.64
>1165 2407.129 21.845 3.289 -23.722 160 156 0.631 0.613
>1166 2409.133 21.807 3.289 -23.726 160 158 0.644 0.643
>1167 2411.137 21.78 3.288 -23.722 160 160 0.664 0.62
>1168 2413.14 21.869 3.288 -23.724 160 162 0.616 0.613
>1169 2415.143 21.902 3.289 -23.722 160 164 0.645 0.61
>1170 2417.146 21.821 3.289 -23.721 160 166 0.633 0.613
>1171 2419.148 21.868 3.289 -23.721 160 168 0.638 0.606
>1172 2421.152 21.876 3.289 -23.723 160 170 0.637 0.64
>1173 2423.154 21.831 3.289 -23.721 160 172 0.629 0.627
>1174 2425.158 21.836 3.289 -23.721 160 174 0.621 0.652
>1175 2427.16 21.851 3.289 -23.723 160 176 0.627 0.633
>1176 2429.165 21.812 3.289 -23.721 160 178 0.643 0.644
>1177 2431.166 21.935 3.289 -23.722 160 180 0.609 0.638
>1178 2433.169 21.914 3.288 -23.722 160 178 0.628 0.621
>1179 2435.173 21.85 3.289 -23.72 160 176 0.623 0.588
>1180 2437.176 21.788 3.288 -23.722 160 174 0.62 0.632
>1181 2439.178 21.826 3.289 -23.72 160 172 0.632 0.618
>1182 2441.18 21.835 3.289 -23.72 160 170 0.617 0.631
>1183 2443.182 21.784 3.289 -23.719 160 168 0.612 0.613
>1184 2445.187 21.822 3.289 -23.721 160 166 0.654 0.629
>1185 2447.189 21.893 3.289 -23.719 160 164 0.644 0.637
>1186 2449.192 21.813 3.289 -23.717 160 162 0.602 0.609
>1187 2451.194 21.906 3.289 -23.719 160 160 0.617 0.627
>1188 2453.196 21.839 3.289 -23.723 160 158 0.604 0.593
>1189 2455.199 21.892 3.289 -23.724 160 156 0.594 0.625
>1190 2457.202 21.807 3.288 -23.726 160 154 0.606 0.629
>1191 2459.203 21.878 3.288 -23.72 160 152 0.64 0.634
>1192 2461.209 21.841 3.288 -23.722 160 150 0.636 0.614
>1193 2463.21 21.82 3.289 -23.724 160 148 0.648 0.629
>1194 2465.211 21.849 3.289 -23.721 160 146 0.659 0.603
>1195 2467.215 21.818 3.289 -23.723 160 144 0.677 0.645
>1196 2469.217 21.79 3.289 -23.721 160 142 0.633 0.65
>1197 2471.218 21.815 3.289 -23.719 160 140 0.664 0.631
>1198 2473.221 21.871 3.289 -23.721 160 138 0.662 0.62
>1199 2475.224 21.86 3.289 -23.727 160 136 0.649 0.628
>1200 2477.226 21.843 3.289 -23.729 160 134 0.664 0.621
>1201 2479.227 21.868 3.288 -23.726 160 132 0.692 0.667
>1202 2481.232 21.791 3.289 -23.72 160 130 0.715 0.634
>1203 2483.232 21.809 3.289 -23.721 160 128 0.718 0.632
>1204 2485.233 21.83 3.289 -23.725 160 126 0.744 0.643
>1205 2487.235 21.871 3.289 -23.722 160 124 0.75 0.623
>1206 2489.239 21.831 3.289 -23.726 160 122 0.729 0.636
>1207 2491.241 21.823 3.288 -23.723 160 120 0.819 0.653
>1208 2493.242 21.818 3.289 -23.725 160 118 0.807 0.627
>1209 2495.245 21.863 3.289 -23.726 160 116 0.798 0.628
>1210 2497.246 21.852 3.289 -23.722 160 114 0.901 0.629
>1211 2499.248 21.827 3.288 -23.721 160 112 1.034 0.627
>1212 2501.25 21.824 3.289 -23.725 160 110 3.41 0.631
>1213 2503.252 21.872 3.288 -23.724 160 108 12.27 0.608
>1214 2505.255 21.829 3.288 -23.715 160 106 26.905 0.595
>1215 2507.256 21.874 3.288 -23.717 160 104 54.023 0.556
>1216 2509.258 21.839 3.288 -23.717 160 102 64.532 0.619
>1217 2511.259 21.843 3.287 -23.72 160 100 71.934 0.565
>1218 2513.261 21.839 3.287 -23.715 160 98 76.018 0.588
>1219 2515.263 21.767 3.287 -23.717 160 96 77.431 0.679
>1220 2517.265 21.742 3.287 -23.714 160 94 77.578 0.645
>1221 2519.266 21.83 3.288 -23.715 160 92 76.957 0.61
>1222 2521.268 21.848 3.287 -23.717 160 90 76.593 0.621
>1223 2523.27 21.804 3.288 -23.718 160 88 77.139 0.573
>1224 2525.271 21.802 3.287 -23.719 160 86 78.199 0.571
>1225 2527.272 21.817 3.288 -23.712 160 84 78.675 0.616
>1226 2529.274 21.803 3.287 -23.715 160 82 77.426 0.617
>1227 2531.276 21.844 3.288 -23.717 160 80 69.47 0.672
>1228 2533.279 21.786 3.288 -23.717 160 78 61.895 0.654
>1229 2535.279 21.833 3.288 -23.717 160 76 47.059 0.572
>1230 2537.28 21.826 3.289 -23.72 160 74 19.474 0.656
>1231 2539.282 21.852 3.289 -23.724 160 72 6.76 0.656
>1232 2541.283 21.775 3.289 -23.726 160 70 1.908 0.614
>1233 2543.285 21.78 3.289 -23.726 160 68 1.082 0.611
>1234 2545.285 21.752 3.289 -23.722 160 66 0.968 0.631
>1235 2547.286 21.824 3.288 -23.719 160 64 0.825 0.667
>1236 2549.288 21.86 3.289 -23.724 160 62 0.744 0.617
>1237 2551.289 21.845 3.289 -23.72 160 60 0.721 0.646
>1238 2553.291 21.84 3.289 -23.721 160 58 0.789 0.673
>1239 2555.292 21.876 3.289 -23.723 160 56 0.671 0.645
>1240 2557.293 21.844 3.289 -23.72 160 54 0.723 0.61
>1241 2559.294 21.933 3.289 -23.72 160 52 0.719 0.653
>1242 2561.295 21.907 3.289 -23.722 160 50 0.708 0.608
>1243 2563.296 21.809 3.289 -23.723 160 48 0.716 0.668
>1244 2565.297 21.804 3.289 -23.723 160 46 0.63 0.662
